iter	Passed	Remaining
408	4402	103233
409	4413	103224
410	4423	103209
411	4433	103184
412	4445	103183
413	4455	103164
414	4465	103136
415	4475	103108
416	4485	103075
417	4492	102992
418	4499	102886
419	4505	102779
420	4512	102682
421	4522	102637
422	4533	102632
423	4543	102610
424	4553	102590
425	4564	102588
426	4575	102572
427	4585	102555
428	4596	102549
429	4607	102545
430	4618	102541
431	4628	102517
432	4640	102522
433	4650	102501
434	4661	102495
435	4672	102484
436	4680	102425
437	4687	102337
438	4694	102232
439	4699	102112
440	4706	102013
441	4714	101949
442	4726	101970
443	4736	101932
444	4747	101933
445	4757	101909
446	4768	101904
447	4780	101933
448	4791	101916
449	4801	101893
450	4812	101896
451	4823	101890
452	4834	101889
453	4845	101876
454	4855	101858
455	4866	101853
456	4877	101850
457	4886	101810
458	4894	101729
459	4901	101643
460	4907	101541
461	4914	101469
462	4923	101419
463	4933	101382
464	4943	101370
465	4954	101363
466	4966	101374
467	4975	101336
468	4986	101327
469	4997	101322
470	5007	101309
471	5017	101285
472	5027	101264
473	5037	101230
474	5047	101213
475	5058	101213
476	5069	101200
477	5080	101196
478	5088	101148
479	5096	101072
480	5102	100975
481	5108	100884
482	5117	100830
483	5128	100829
484	5138	100818
485	5149	100813
486	5160	100804
487	5170	100777
488	5180	100767
489	5191	100756
490	5201	100739
491	5212	100726
492	5222	100717
493	5233	100703
494	5243	100695
495	5254	100684
496	5265	100671
497	5275	100666
498	5287	100665
499	5295	100615
500	5302	100529
501	5308	100440
502	5315	100357
503	5322	100279
504	5332	100263
505	5343	100250
506	5353	100239
507	5364	100240
508	5375	100233
509	5385	100221
510	5396	100210
511	5406	100197
512	5417	100195
513	5428	100185
514	5438	100172
515	5450	100180
516	5460	100155
517	5470	100131
518	5481	100130
519	5489	100078
520	5496	100007
521	5503	99932
522	5510	99846
523	5517	99773
524	5525	99721
525	5535	99705
526	5547	99713
527	5557	99696
528	5567	99684
529	5578	99677
530	5589	99667
531	5599	99650
532	5610	99650
533	5620	99626
534	5631	99621
535	5642	99624
536	5652	99612
537	5663	99613
538	5675	99613
539	5685	99596
540	5692	99533
541	5699	99459
542	5717	99578
543	5748	99925
544	5766	100037
545	5773	99974
546	5780	99895
547	5789	99861
548	5796	99788
549	5810	99831
550	5818	99788
551	5826	99733
552	5835	99692
553	5846	99679
554	5856	99662
555	5868	99676
556	5879	99672
557	5889	99652
558	5899	99634
559	5906	99574
560	5913	99502
561	5919	99417
562	5926	99342
563	5937	99330
564	5947	99322
565	5957	99301
566	5968	99292
567	5978	99272
568	5988	99254
569	5998	99235
570	6008	99215
571	6018	99195
572	6028	99179
573	6039	99176
574	6050	99168
575	6060	99162
576	6072	99165
577	6083	99171
578	6095	99179
579	6103	99131
580	6110	99057
581	6116	98978
582	6123	98905
583	6129	98835
584	6140	98826
585	6152	98833
586	6162	98827
587	6173	98819
588	6184	98808
589	6195	98807
590	6205	98791
591	6215	98774
592	6225	98750
593	6234	98728
594	6245	98720
595	6256	98719
596	6267	98708
597	6277	98696
598	6288	98693
599	6298	98672
600	6308	98663
601	6316	98607
602	6323	98536
603	6328	98450
604	6335	98384
605	6342	98325
606	6351	98288
607	6362	98285
608	6373	98282
609	6384	98278
610	6394	98264
611	6406	98267
612	6416	98250
613	6426	98242
614	6437	98244
615	6448	98227
616	6458	98216
617	6468	98204
618	6479	98196
619	6490	98200
620	6502	98202
621	6513	98207
622	6521	98154
623	6527	98086
624	6535	98029
625	6542	97969
626	6552	97952
627	6565	97974
628	6575	97970
629	6587	97973
630	6599	97981
631	6610	97990
632	6622	97994
633	6633	97998
634	6643	97980
635	6655	97995
636	6666	97988
637	6676	97966
638	6687	97966
639	6698	97966
640	6707	97939
641	6718	97930
642	6726	97889
643	6734	97833
644	6741	97771
645	6748	97718
646	6757	97679
647	6767	97662
648	6779	97676
649	6789	97660
650	6799	97646
651	6811	97655
652	6823	97671
653	6834	97672
654	6846	97678
655	6858	97692
656	6869	97695
657	6881	97698
658	6892	97698
659	6903	97701
660	6914	97691
661	6924	97679
662	6931	97622
663	6938	97558
664	6946	97506
665	6953	97452
666	6960	97398
667	6972	97400
668	6985	97426
669	6997	97437
670	7008	97434
671	7019	97437
672	7031	97447
673	7043	97452
674	7054	97454
675	7066	97464
676	7077	97463
677	7088	97460
678	7099	97461
679	7110	97452
680	7121	97456
681	7133	97458
682	7142	97432
683	7150	97385
684	7156	97323
685	7164	97268
686	7172	97225
687	7183	97222
688	7194	97225
689	7205	97223
690	7215	97201
691	7224	97176
692	7235	97176
693	7247	97183
694	7259	97193
695	7271	97205
696	7283	97211
697	7294	97216
698	7306	97227
699	7319	97242
700	7331	97248
701	7339	97206
702	7346	97153
703	7354	97106
704	7361	97058
705	7369	97010
706	7376	96964
707	7387	96961
708	7399	96960
709	7411	96979
710	7420	96940
711	7431	96942
712	7442	96942
713	7454	96946
714	7465	96950
715	7476	96940
716	7488	96952
717	7500	96959
718	7511	96959
719	7522	96955
720	7533	96951
721	7545	96958
722	7554	96928
723	7561	96879
724	7568	96823
725	7576	96777
726	7583	96729
727	7591	96686
728	7602	96681
729	7612	96672
730	7623	96667
731	7634	96665
732	7644	96644
733	7654	96633
734	7663	96601
735	7671	96558
736	7682	96562
737	7694	96564
738	7703	96541
739	7711	96497
740	7724	96521
741	7735	96521
742	7747	96523
743	7755	96487
744	7763	96444
745	7771	96409
746	7780	96373
747	7789	96343
748	7797	96311
749	7806	96276
750	7816	96270
751	7826	96245
752	7835	96215
753	7843	96187
754	7852	96153
755	7860	96116
756	7872	96121
757	7883	96125
758	7896	96136
759	7908	96155
760	7921	96169
761	7932	96167
762	7943	96161
763	7955	96168
764	7962	96125
765	7971	96095
766	7980	96064
767	7988	96029
768	7997	95996
769	8007	95990
770	8016	95957
771	8024	95919
772	8036	95928
773	8047	95922
774	8059	95937
775	8073	95963
776	8086	95981
777	8097	95978
778	8108	95981
779	8120	95990
780	8130	95972
781	8139	95951
782	8152	95961
783	8163	95960
784	8171	95925
785	8179	95889
786	8188	95854
787	8195	95813
788	8204	95787
789	8213	95753
790	8222	95723
791	8231	95699
792	8240	95680
793	8249	95646
794	8257	95610
795	8265	95569
796	8273	95537
797	8282	95507
798	8293	95509
799	8304	95503
800	8313	95476
801	8325	95479
802	8335	95463
803	8345	95459
804	8356	95452
805	8367	95451
806	8376	95421
807	8384	95378
808	8391	95335
809	8399	95292
810	8407	95257
811	8415	95226
812	8425	95203
813	8437	95217
814	8449	95225
815	8459	95209
816	8467	95175
817	8477	95157
818	8487	95149
819	8499	95156
820	8510	95151
821	8522	95158
822	8534	95162
823	8544	95145
824	8551	95108
825	8559	95064
826	8570	95063
827	8581	95059
828	8589	95024
829	8595	94969
830	8602	94912
831	8609	94870
832	8616	94826
833	8624	94782
834	8633	94763
835	8643	94750
836	8651	94708
837	8662	94713
838	8674	94719
839	8685	94711
840	8698	94734
841	8708	94716
842	8718	94699
843	8728	94690
844	8742	94716
845	8752	94700
846	8765	94722
847	8775	94713
848	8785	94694
849	8796	94690
850	8805	94671
851	8815	94650
852	8875	95172
853	8899	95309
854	8914	95346
855	8925	95346
856	8933	95304
857	8946	95322
858	8953	95278
859	8963	95268
860	8971	95231
861	8978	95180
862	8989	95172
863	8997	95140
864	9004	95088
865	9009	95030
866	9017	94987
867	9024	94939
868	9031	94897
869	9039	94858
870	9052	94877
871	9062	94865
872	9073	94866
873	9084	94861
874	9095	94849
875	9105	94840
876	9116	94833
877	9126	94824
878	9138	94821
879	9148	94810
880	9158	94796
881	9169	94790
882	9179	94775
883	9191	94782
884	9199	94751
885	9206	94706
886	9213	94662
887	9221	94619
888	9227	94573
889	9234	94526
890	9241	94483
891	9251	94462
892	9261	94450
893	9272	94442
894	9282	94434
895	9293	94423
896	9302	94400
897	9310	94367
898	9320	94357
899	9329	94332
900	9338	94312
901	9349	94302
902	9363	94330
903	9372	94305
904	9381	94280
905	9392	94273
906	9400	94243
907	9411	94242
908	9420	94212
909	9431	94210
910	9442	94206
911	9449	94166
912	9460	94155
913	9471	94154
914	9480	94132
915	9493	94146
916	9506	94159
917	9516	94144
918	9526	94138
919	9539	94145
920	9549	94139
921	9559	94122
922	9570	94118
923	9586	94161
924	9596	94145
925	9606	94139
926	9616	94125
927	9624	94088
928	9631	94040
929	9637	93994
930	9645	93955
931	9651	93908
932	9658	93866
933	9666	93831
934	9675	93808
935	9685	93791
936	9695	93781
937	9705	93768
938	9715	93754
939	9723	93720
940	9734	93712
941	9746	93715
942	9755	93696
943	9763	93660
944	9771	93627
945	9784	93642
946	9793	93626
947	9802	93601
948	9813	93598
949	9824	93586
950	9833	93564
951	9842	93547
952	9851	93517
953	9862	93520
954	9871	93495
955	9880	93472
956	9892	93476
957	9899	93438
958	9911	93444
959	9923	93446
960	9935	93447
961	9947	93454
962	9959	93463
963	9971	93470
964	9982	93462
965	9995	93475
966	10005	93461
967	10013	93431
968	10022	93408
969	10033	93408
970	10043	93394
971	10051	93356
972	10057	93312
973	10065	93273
974	10071	93225
975	10078	93180
976	10085	93140
977	10093	93113
978	10102	93089
979	10114	93095
980	10126	93098
981	10140	93119
982	10153	93133
983	10164	93132
984	10175	93131
985	10185	93119
986	10196	93110
987	10207	93102
988	10216	93083
989	10226	93071
990	10236	93060
991	10245	93034
992	10251	92986
993	10258	92945
994	10265	92901
995	10272	92863
996	10279	92824
997	10286	92782
998	10295	92759
999	10303	92735
1000	10313	92719
1001	10322	92695
1002	10330	92665
1003	10340	92652
1004	10350	92637
1005	10360	92628
1006	10370	92613
1007	10380	92599
1008	10392	92609
1009	10403	92602
1010	10415	92604
1011	10427	92614
1012	10437	92595
1013	10448	92593
1014	10460	92596
1015	10467	92557
1016	10478	92553
1017	10487	92535
1018	10496	92515
1019	10508	92514
1020	10515	92476
1021	10528	92491
1022	10538	92478
1023	10547	92457
1024	10557	92445
1025	10564	92402
1026	10573	92381
1027	10583	92368
1028	10594	92366
1029	10604	92354
1030	10614	92340
1031	10627	92353
1032	10638	92348
1033	10648	92336
1034	10658	92322
1035	10665	92285
1036	10672	92243
1037	10680	92210
1038	10687	92171
1039	10694	92135
1040	10703	92112
1041	10712	92090
1042	10722	92079
1043	10731	92062
1044	10739	92026
1045	10746	91991
1046	10755	91972
1047	10765	91957
1048	10776	91952
1049	10785	91937
1050	10796	91925
1051	10806	91921
1052	10817	91911
1053	10828	91908
1054	10836	91877
1055	10846	91869
1056	10857	91862
1057	10865	91831
1058	10872	91798
1059	10879	91759
1060	10886	91721
1061	10894	91693
1062	10901	91653
1063	10908	91618
1064	10916	91582
1065	10923	91549
1066	10932	91524
1067	10943	91526
1068	10952	91506
1069	10961	91486
1070	10971	91471
1071	10982	91468
1072	10992	91457
1073	11001	91429
1074	11011	91421
1075	11022	91419
1076	11032	91402
1077	11042	91390
1078	11051	91370
1079	11061	91360
1080	11070	91336
1081	11077	91305
1082	11084	91266
1083	11091	91228
1084	11109	91278
1085	11126	91327
1086	11143	91376
1087	11163	91443
1088	11177	91465
1089	11187	91446
1090	11194	91412
1091	11210	91450
1092	11219	91428
1093	11227	91398
1094	11234	91365
1095	11243	91341
1096	11254	91335
1097	11264	91329
1098	11276	91329
1099	11285	91308
1100	11292	91271
1101	11299	91238
1102	11306	91198
1103	11313	91164
1104	11320	91128
1105	11327	91092
1106	11335	91063
1107	11348	91071
1108	11358	91066
1109	11369	91056
1110	11378	91036
1111	11389	91034
1112	11398	91016
1113	11408	91002
1114	11417	90978
1115	11426	90959
1116	11435	90937
1117	11444	90920
1118	11453	90904
1119	11464	90897
1120	11474	90886
1121	11483	90865
1122	11493	90853
1123	11501	90823
1124	11508	90789
1125	11515	90753
1126	11523	90726
1127	11530	90690
1128	11538	90660
1129	11546	90636
1130	11553	90600
1131	11563	90589
1132	11573	90572
1133	11581	90547
1134	11592	90544
1135	11601	90528
1136	11611	90511
1137	11621	90496
1138	11630	90481
1139	11639	90459
1140	11649	90449
1141	11657	90424
1142	11666	90402
1143	11675	90379
1144	11685	90368
1145	11694	90349
1146	11704	90340
1147	11711	90307
1148	11718	90273
1149	11725	90232
1150	11732	90198
1151	11739	90162
1152	11746	90131
1153	11753	90095
1154	11759	90056
1155	11768	90037
1156	11777	90015
1157	11786	89995
1158	11793	89965
1159	11802	89939
1160	11810	89918
1161	11818	89891
1162	11828	89878
1163	11838	89864
1164	11847	89850
1165	11856	89828
1166	11865	89808
1167	11873	89780
1168	11881	89757
1169	11892	89749
1170	11902	89741
1171	11909	89709
1172	11916	89672
1173	11922	89635
1174	11929	89600
1175	11937	89569
1176	11944	89535
1177	11951	89502
1178	11958	89472
1179	11967	89449
1180	11974	89421
1181	11981	89385
1182	11988	89351
1183	11996	89324
1184	12007	89321
1185	12016	89305
1186	12027	89299
1187	12036	89283
1188	12047	89275
1189	12057	89267
1190	12067	89258
1191	12078	89249
1192	12087	89236
1193	12095	89209
1194	12105	89197
1195	12114	89173
1196	12121	89143
1197	12128	89108
1198	12135	89075
1199	12142	89042
1200	12149	89010
1201	12156	88980
1202	12163	88949
1203	12173	88938
1204	12186	88947
1205	12196	88933
1206	12206	88921
1207	12214	88902
1208	12223	88883
1209	12237	88899
1210	12248	88895
1211	12257	88877
1212	12267	88867
1213	12281	88885
1214	12293	88886
1215	12304	88887
1216	12314	88872
1217	12324	88860
1218	12334	88854
1219	12342	88828
1220	12351	88803
1221	12358	88776
1222	12369	88770
1223	12378	88749
1224	12390	88757
1225	12403	88765
1226	12413	88753
1227	12423	88746
1228	12436	88755
1229	12448	88761
1230	12457	88743
1231	12471	88756
1232	12484	88769
1233	12496	88772
1234	12508	88778
1235	12523	88796
1236	12535	88799
1237	12546	88798
1238	12557	88795
1239	12567	88783
1240	12577	88770
1241	12589	88775
1242	12605	88804
1243	12618	88818
1244	12630	88821
1245	12644	88835
1246	12659	88859
1247	12672	88870
1248	12684	88870
1249	12695	88866
1250	12708	88879
1251	12720	88881
1252	12729	88863
1253	12738	88842
1254	12745	88812
1255	12753	88784
1256	12760	88756
1257	12768	88730
1258	12777	88709
1259	12785	88688
1260	12796	88684
1261	12810	88696
1262	12823	88708
1263	12831	88681
1264	12841	88671
1265	12855	88685
1266	12865	88677
1267	12876	88670
1268	12885	88656
1269	12896	88653
1270	12909	88659
1271	12922	88672
1272	12936	88683
1273	12944	88662
1274	12957	88671
1275	12970	88681
1276	12982	88681
1277	13008	88778
1278	13033	88870
1279	13059	88967
1280	13088	89085
1281	13104	89117
1282	13114	89100
1283	13128	89117
1284	13138	89104
1285	13147	89089
1286	13154	89055
1287	13161	89023
1288	13168	88989
1289	13175	88959
1290	13182	88930
1291	13189	88899
1292	13196	88866
1293	13203	88834
1294	13213	88822
1295	13222	88802
1296	13228	88767
1297	13239	88757
1298	13249	88748
1299	13260	88742
1300	13270	88730
1301	13278	88708
1302	13286	88680
1303	13293	88649
1304	13304	88648
1305	13315	88640
1306	13327	88641
1307	13338	88640
1308	13351	88649
1309	13362	88643
1310	13370	88617
1311	13378	88590
1312	13387	88571
1313	13395	88546
1314	13404	88530
1315	13412	88504
1316	13422	88497
1317	13433	88488
1318	13445	88494
1319	13459	88508
1320	13474	88524
1321	13489	88552
1322	13498	88530
1323	13511	88541
1324	13523	88539
1325	13533	88527
1326	13542	88513
1327	13549	88481
1328	13558	88461
1329	13569	88455
1330	13577	88435
1331	13586	88416
1332	13596	88400
1333	13604	88380
1334	13614	88368
1335	13624	88354
1336	13633	88334
1337	13642	88317
1338	13649	88291
1339	13658	88271
1340	13668	88259
1341	13680	88261
1342	13689	88242
1343	13699	88229
1344	13709	88221
1345	13719	88208
1346	13727	88182
1347	13736	88167
1348	13748	88169
1349	13758	88155
1350	13765	88126
1351	13772	88098
1352	13779	88066
1353	13786	88037
1354	13794	88012
1355	13801	87982
1356	13809	87955
1357	13817	87928
1358	13824	87901
1359	13831	87868
1360	13838	87839
1361	13845	87812
1362	13854	87794
1363	13863	87771
1364	13870	87744
1365	13878	87723
1366	13887	87703
1367	13900	87709
1368	13909	87696
1369	13920	87688
1370	13933	87695
1371	13945	87698
1372	13956	87692
1373	13968	87695
1374	13979	87688
1375	13987	87664
1376	13995	87643
1377	14004	87624
1378	14012	87602
1379	14021	87581
1380	14029	87557
1381	14038	87541
1382	14046	87518
1383	14055	87499
1384	14065	87491
1385	14075	87481
1386	14083	87454
1387	14091	87434
1388	14101	87418
1389	14110	87406
1390	14120	87390
1391	14130	87379
1392	14139	87366
1393	14147	87343
1394	14155	87316
1395	14166	87313
1396	14176	87300
1397	14185	87282
1398	14192	87255
1399	14199	87224
1400	14206	87195
1401	14214	87174
1402	14223	87153
1403	14231	87135
1404	14239	87111
1405	14248	87091
1406	14257	87073
1407	14267	87061
1408	14277	87053
1409	14290	87058
1410	14301	87056
1411	14313	87058
1412	14325	87058
1413	14336	87051
1414	14347	87049
1415	14360	87058
1416	14370	87045
1417	14378	87024
1418	14389	87017
1419	14398	86997
1420	14405	86972
1421	14412	86943
1422	14419	86910
1423	14426	86881
1424	14433	86853
1425	14440	86824
1426	14448	86801
1427	14456	86781
1428	14466	86766
1429	14475	86750
1430	14487	86754
1431	14497	86744
1432	14507	86729
1433	14519	86730
1434	14529	86720
1435	14539	86711
1436	14550	86708
1437	14561	86700
1438	14571	86687
1439	14582	86685
1440	14594	86686
1441	14604	86675
1442	14611	86649
1443	14618	86618
1444	14625	86591
1445	14673	86803
1446	14694	86859
1447	14711	86887
1448	14720	86868
1449	14736	86893
1450	14744	86871
1451	14752	86848
1452	14762	86836
1453	14769	86810
1454	14780	86804
1455	14790	86791
1456	14801	86787
1457	14810	86772
1458	14819	86751
1459	14827	86729
1460	14836	86711
1461	14844	86692
1462	14853	86671
1463	14861	86651
1464	14871	86639
1465	14882	86633
1466	14895	86644
1467	14907	86639
1468	14916	86622
1469	14925	86606
1470	14934	86594
1471	14946	86592
1472	14956	86583
1473	14966	86569
1474	14974	86550
1475	14982	86526
1476	14992	86515
1477	15002	86504
1478	15012	86491
1479	15020	86468
1480	15027	86441
1481	15033	86409
1482	15040	86379
1483	15047	86351
1484	15054	86324
1485	15061	86295
1486	15068	86268
1487	15075	86239
1488	15084	86224
1489	15093	86203
1490	15104	86199
1491	15114	86186
1492	15124	86180
1493	15135	86171
1494	15146	86168
1495	15155	86153
1496	15166	86143
1497	15176	86135
1498	15188	86134
1499	15198	86122
1500	15209	86118
1501	15221	86120
1502	15230	86103
1503	15238	86080
1504	15247	86064
1505	15256	86047
1506	15264	86026
1507	15273	86009
1508	15281	85989
1509	15289	85967
1510	15298	85951
1511	15308	85938
1512	15319	85934
1513	15331	85932
1514	15342	85929
1515	15354	85928
1516	15363	85913
1517	15373	85899
1518	15381	85876
1519	15388	85850
1520	15397	85836
1521	15409	85834
1522	15418	85817
1523	15429	85815
1524	15437	85792
1525	15446	85774
1526	15455	85757
1527	15461	85728
1528	15468	85698
1529	15475	85673
1530	15482	85646
1531	15489	85619
1532	15499	85603
1533	15508	85587
1534	15516	85569
1535	15526	85557
1536	15536	85546
1537	15543	85518
1538	15551	85496
1539	15559	85475
1540	15568	85460
1541	15577	85441
1542	15586	85428
1543	15596	85414
1544	15606	85408
1545	15615	85392
1546	15623	85366
1547	15634	85364
1548	15642	85344
1549	15650	85320
1550	15656	85290
1551	15664	85264
1552	15671	85237
1553	15678	85212
1554	15685	85185
1555	15692	85156
1556	15699	85130
1557	15708	85114
1558	15717	85097
1559	15727	85088
1560	15736	85075
1561	15745	85057
1562	15755	85048
1563	15767	85047
1564	15780	85051
1565	15792	85052
1566	15804	85051
1567	15815	85048
1568	15827	85048
1569	15839	85048
1570	15848	85032
1571	15855	85008
1572	15864	84991
1573	15873	84972
1574	15881	84954
1575	15889	84931
1576	15897	84910
1577	15905	84889
1578	15913	84870
1579	15920	84843
1580	15928	84823
1581	15937	84804
1582	15946	84788
1583	15954	84765
1584	15961	84743
1585	15969	84722
1586	15981	84722
1587	15990	84707
1588	16000	84694
1589	16006	84662
1590	16015	84649
1591	16025	84636
1592	16035	84626
1593	16045	84617
1594	16053	84597
1595	16061	84572
1596	16067	84541
1597	16074	84517
1598	16083	84501
1599	16090	84476
1600	16097	84450
1601	16106	84434
1602	16127	84478
1603	16146	84517
1604	16167	84565
1605	16186	84601
1606	16193	84574
1607	16200	84548
1608	16209	84533
1609	16219	84520
1610	16227	84502
1611	16239	84504
1612	16251	84500
1613	16259	84482
1614	16277	84512
1615	16286	84496
1616	16296	84485
1617	16306	84475
1618	16315	84459
1619	16324	84441
1620	16332	84420
1621	16340	84404
1622	16350	84391
1623	16359	84377
1624	16369	84364
1625	16377	84345
1626	16386	84331
1627	16398	84328
1628	16412	84338
1629	16423	84336
1630	16436	84338
1631	16446	84328
1632	16457	84320
1633	16472	84337
1634	16485	84343
1635	16493	84320
1636	16505	84321
1637	16516	84316
1638	16526	84307
1639	16539	84309
1640	16551	84312
1641	16560	84293
1642	16571	84289
1643	16581	84280
1644	16591	84268
1645	16602	84264
1646	16614	84265
1647	16625	84255
1648	16638	84260
1649	16651	84267
1650	16660	84251
1651	16669	84236
1652	16683	84247
1653	16693	84237
1654	16703	84226
1655	16715	84221
1656	16722	84198
1657	16733	84190
1658	16741	84173
1659	16749	84151
1660	16757	84128
1661	16768	84123
1662	16775	84099
1663	16783	84081
1664	16793	84070
1665	16806	84071
1666	16817	84065
1667	16827	84059
1668	16838	84049
1669	16847	84036
1670	16857	84026
