iter	Passed	Remaining
1671	16867	84016
1672	16877	84005
1673	16888	83996
1674	16896	83977
1675	16902	83948
1676	16908	83918
1677	16915	83894
1678	16924	83874
1679	16931	83852
1680	16939	83833
1681	16948	83813
1682	16955	83787
1683	16962	83766
1684	16970	83744
1685	16980	83732
1686	16990	83724
1687	17001	83719
1688	17012	83714
1689	17022	83703
1690	17033	83695
1691	17043	83686
1692	17053	83676
1693	17063	83665
1694	17074	83658
1695	17084	83649
1696	17094	83638
1697	17102	83620
1698	17109	83595
1699	17116	83566
1700	17122	83540
1701	17130	83517
1702	17136	83489
1703	17143	83464
1704	17150	83437
1705	17156	83409
1706	17163	83382
1707	17170	83357
1708	17176	83331
1709	17184	83307
1710	17192	83290
1711	17202	83278
1712	17212	83269
1713	17222	83260
1714	17232	83248
1715	17242	83237
1716	17252	83229
1717	17263	83222
1718	17272	83207
1719	17281	83191
1720	17290	83178
1721	17301	83170
1722	17308	83145
1723	17314	83119
1724	17321	83092
1725	17329	83071
1726	17335	83044
1727	17343	83025
1728	17351	83001
1729	17360	82987
1730	17367	82964
1731	17424	83180
1732	17445	83221
1733	17460	83236
1734	17471	83230
1735	17479	83207
1736	17500	83252
1737	17511	83244
1738	17524	83250
1739	17532	83229
1740	17542	83220
1741	17552	83206
1742	17559	83184
1743	17568	83166
1744	17576	83146
1745	17585	83131
1746	17593	83112
1747	17602	83096
1748	17610	83077
1749	17622	83078
1750	17631	83061
1751	17640	83047
1752	17652	83045
1753	17661	83032
1754	17672	83023
1755	17686	83034
1756	17696	83022
1757	17706	83015
1758	17720	83023
1759	17734	83028
1760	17741	83004
1761	17751	82994
1762	17758	82971
1763	17768	82961
1764	17775	82937
1765	17785	82923
1766	17792	82902
1767	17802	82890
1768	17811	82876
1769	17820	82857
1770	17830	82847
1771	17838	82827
1772	17847	82816
1773	17854	82792
1774	17864	82779
1775	17873	82767
1776	17885	82762
1777	17894	82749
1778	17905	82742
1779	17915	82732
1780	17925	82723
1781	17935	82713
1782	17946	82704
1783	17954	82685
1784	17960	82657
1785	17966	82629
1786	17973	82604
1787	17979	82579
1788	17987	82555
1789	17993	82531
1790	18001	82507
1791	18008	82483
1792	18014	82459
1793	18022	82435
1794	18030	82418
1795	18041	82412
1796	18051	82401
1797	18061	82391
1798	18071	82381
1799	18083	82379
1800	18093	82371
1801	18103	82362
1802	18113	82350
1803	18121	82332
1804	18132	82325
1805	18143	82318
1806	18153	82310
1807	18162	82293
1808	18171	82280
1809	18178	82255
1810	18188	82244
1811	18196	82223
1812	18205	82212
1813	18213	82190
1814	18223	82179
1815	18232	82165
1816	18240	82148
1817	18251	82140
1818	18260	82126
1819	18271	82123
1820	18283	82118
1821	18292	82106
1822	18303	82101
1823	18315	82098
1824	18323	82080
1825	18335	82077
1826	18343	82058
1827	18353	82049
1828	18365	82049
1829	18374	82030
1830	18380	82006
1831	18387	81979
1832	18395	81960
1833	18402	81940
1834	18411	81922
1835	18418	81901
1836	18426	81881
1837	18435	81864
1838	18442	81842
1839	18449	81818
1840	18456	81794
1841	18466	81784
1842	18476	81775
1843	18487	81768
1844	18497	81759
1845	18507	81749
1846	18517	81740
1847	18527	81731
1848	18537	81719
1849	18547	81711
1850	18558	81703
1851	18568	81691
1852	18575	81669
1853	18582	81645
1854	18588	81619
1855	18595	81593
1856	18602	81570
1857	18608	81546
1858	18615	81520
1859	18621	81495
1860	18628	81470
1861	18635	81448
1862	18642	81424
1863	18650	81404
1864	18660	81393
1865	18671	81390
1866	18682	81383
1867	18692	81375
1868	18702	81364
1869	18710	81346
1870	18718	81326
1871	18727	81311
1872	18738	81306
1873	18746	81289
1874	18756	81279
1875	18766	81267
1876	18775	81255
1877	18785	81242
1878	18792	81219
1879	18802	81209
1880	18808	81184
1881	18819	81176
1882	18826	81153
1883	18836	81143
1884	18843	81122
1885	18855	81118
1886	18865	81112
1887	18876	81103
1888	18886	81096
1889	18900	81101
1890	18909	81086
1891	18919	81076
1892	18929	81067
1893	18938	81055
1894	18950	81051
1895	18959	81038
1896	18969	81026
1897	18979	81016
1898	18986	80994
1899	18994	80976
1900	19003	80960
1901	19011	80944
1902	19020	80928
1903	19028	80909
1904	19036	80891
1905	19045	80877
1906	19053	80860
1907	19060	80837
1908	19067	80814
1909	19074	80791
1910	19083	80777
1911	19094	80771
1912	19105	80765
1913	19116	80758
1914	19126	80749
1915	19137	80744
1916	19148	80740
1917	19159	80732
1918	19169	80724
1919	19176	80701
1920	19183	80679
1921	19190	80657
1922	19197	80634
1923	19204	80611
1924	19211	80588
1925	19218	80567
1926	19226	80546
1927	19233	80524
1928	19240	80502
1929	19247	80480
1930	19254	80458
1931	19262	80438
1932	19271	80424
1933	19280	80409
1934	19288	80392
1935	19296	80373
1936	19306	80364
1937	19315	80351
1938	19325	80342
1939	19335	80333
1940	19344	80318
1941	19354	80307
1942	19365	80303
1943	19377	80299
1944	19387	80292
1945	19396	80276
1946	19404	80260
1947	19413	80244
1948	19421	80226
1949	19429	80210
1950	19438	80194
1951	19446	80178
1952	19455	80161
1953	19464	80149
1954	19472	80130
1955	19481	80115
1956	19489	80099
1957	19498	80084
1958	19508	80076
1959	19517	80062
1960	19527	80049
1961	19536	80038
1962	19546	80029
1963	19558	80027
1964	19568	80015
1965	19578	80007
1966	19589	80001
1967	19598	79986
1968	19605	79965
1969	19613	79945
1970	19620	79927
1971	19628	79906
1972	19635	79884
1973	19643	79866
1974	19650	79845
1975	19658	79826
1976	19665	79804
1977	19672	79782
1978	19679	79761
1979	19687	79745
1980	19697	79735
1981	19707	79724
1982	19714	79702
1983	19723	79690
1984	19733	79678
1985	19743	79671
1986	19754	79662
1987	19765	79656
1988	19774	79646
1989	19785	79639
1990	19795	79630
1991	19805	79619
1992	19813	79601
1993	19820	79579
1994	19826	79554
1995	19833	79533
1996	19840	79512
1997	19849	79497
1998	19857	79478
1999	19864	79457
2000	19870	79433
2001	19878	79413
2002	19885	79393
2003	19892	79371
2004	19901	79356
2005	19909	79342
2006	19919	79330
2007	19930	79323
2008	19939	79309
2009	19947	79294
2010	19955	79276
2011	19965	79268
2012	19974	79251
2013	19982	79235
2014	19990	79216
2015	19998	79200
2016	20008	79190
2017	20019	79185
2018	20028	79173
2019	20036	79152
2020	20044	79138
2021	20053	79123
2022	20061	79106
2023	20069	79089
2024	20079	79077
2025	20087	79062
2026	20096	79047
2027	20105	79035
2028	20113	79015
2029	20120	78995
2030	20130	78984
2031	20141	78980
2032	20152	78975
2033	20162	78965
2034	20173	78959
2035	20184	78952
2036	20194	78942
2037	20204	78932
2038	20213	78922
2039	20223	78913
2040	20232	78896
2041	20239	78875
2042	20245	78850
2043	20252	78829
2044	20259	78807
2045	20265	78784
2046	20272	78762
2047	20279	78739
2048	20285	78718
2049	20292	78697
2050	20300	78676
2051	20307	78655
2052	20314	78633
2053	20321	78612
2054	20332	78607
2055	20343	78602
2056	20353	78594
2057	20363	78585
2058	20374	78577
2059	20384	78570
2060	20395	78564
2061	20405	78555
2062	20415	78545
2063	20424	78532
2064	20432	78512
2065	20438	78488
2066	20445	78467
2067	20452	78445
2068	20458	78423
2069	20466	78404
2070	20473	78384
2071	20481	78365
2072	20488	78344
2073	20496	78330
2074	20505	78315
2075	20513	78298
2076	20521	78283
2077	20530	78268
2078	20540	78257
2079	20549	78246
2080	20561	78245
2081	20571	78235
2082	20580	78220
2083	20589	78207
2084	20597	78192
2085	20607	78181
2086	20617	78173
2087	20626	78158
2088	20634	78144
2089	20642	78126
2090	20653	78118
2091	20660	78100
2092	20671	78093
2093	20678	78073
2094	20688	78062
2095	20695	78043
2096	20706	78035
2097	20714	78020
2098	20721	78000
2099	20728	77980
2100	20736	77962
2101	20744	77944
2102	20754	77934
2103	20761	77915
2104	20772	77908
2105	20782	77901
2106	20793	77892
2107	20802	77881
2108	20813	77874
2109	20823	77865
2110	20831	77848
2111	20838	77828
2112	20845	77806
2113	20851	77783
2114	20858	77762
2115	20865	77742
2116	20872	77720
2117	20878	77698
2118	20885	77675
2119	20891	77653
2120	20898	77633
2121	20905	77612
2122	20912	77591
2123	20919	77570
2124	20925	77549
2125	20933	77531
2126	20944	77526
2127	20954	77515
2128	20962	77500
2129	20973	77491
2130	20983	77484
2131	20994	77479
2132	21004	77469
2133	21014	77461
2134	21025	77455
2135	21034	77440
2136	21040	77419
2137	21047	77395
2138	21053	77372
2139	21060	77353
2140	21067	77333
2141	21074	77313
2142	21081	77291
2143	21088	77270
2144	21094	77249
2145	21101	77229
2146	21108	77206
2147	21115	77186
2148	21121	77165
2149	21129	77145
2150	21139	77136
2151	21149	77128
2152	21160	77121
2153	21171	77116
2154	21181	77109
2155	21192	77101
2156	21202	77095
2157	21212	77085
2158	21221	77073
2159	21229	77056
2160	21236	77035
2161	21242	77011
2162	21249	76992
2163	21255	76969
2164	21263	76949
2165	21269	76928
2166	21276	76907
2167	21283	76887
2168	21289	76865
2169	21296	76844
2170	21303	76825
2171	21310	76805
2172	21317	76784
2173	21324	76764
2174	21333	76749
2175	21344	76744
2176	21354	76736
2177	21364	76728
2178	21375	76720
2179	21385	76712
2180	21396	76707
2181	21408	76705
2182	21419	76701
2183	21427	76683
2184	21434	76663
2185	21440	76641
2186	21447	76619
2187	21453	76597
2188	21460	76578
2189	21467	76556
2190	21473	76535
2191	21480	76513
2192	21487	76493
2193	21493	76472
2194	21500	76451
2195	21507	76430
2196	21513	76409
2197	21520	76389
2198	21530	76380
2199	21541	76372
2200	21551	76365
2201	21561	76357
2202	21572	76350
2203	21582	76343
2204	21593	76335
2205	21603	76328
2206	21614	76321
2207	21624	76311
2208	21631	76293
2209	21638	76272
2210	21644	76250
2211	21651	76228
2212	21657	76207
2213	21664	76186
2214	21671	76166
2215	21677	76146
2216	21684	76126
2217	21691	76104
2218	21697	76082
2219	21704	76062
2220	21710	76041
2221	21716	76019
2222	21723	75999
2223	21732	75984
2224	21743	75979
2225	21754	75975
2226	21764	75967
2227	21775	75961
2228	21785	75952
2229	21796	75945
2230	21806	75936
2231	21816	75926
2232	21827	75920
2233	21834	75904
2234	21841	75883
2235	21847	75860
2236	21853	75839
2237	21860	75819
2238	21867	75799
2239	21874	75779
2240	21881	75759
2241	21888	75740
2242	21895	75721
2243	21902	75701
2244	21909	75683
2245	21916	75665
2246	21923	75645
2247	21930	75626
2248	21939	75613
2249	21948	75601
2250	21958	75593
2251	21969	75585
2252	21980	75580
2253	21991	75574
2254	22001	75567
2255	22012	75559
2256	22022	75551
2257	22033	75545
2258	22043	75537
2259	22050	75519
2260	22057	75498
2261	22064	75478
2262	22071	75459
2263	22078	75439
2264	22084	75420
2265	22091	75399
2266	22098	75379
2267	22104	75358
2268	22111	75339
2269	22118	75320
2270	22125	75299
2271	22131	75279
2272	22138	75258
2273	22145	75241
2274	22155	75232
2275	22166	75225
2276	22176	75218
2277	22186	75209
2278	22195	75194
2279	22205	75187
2280	22216	75181
2281	22226	75173
2282	22237	75167
2283	22245	75152
2284	22252	75133
2285	22258	75111
2286	22265	75091
2287	22272	75071
2288	22279	75053
2289	22286	75033
2290	22292	75012
2291	22299	74993
2292	22306	74973
2293	22312	74953
2294	22318	74931
2295	22325	74912
2296	22332	74893
2297	22339	74872
2298	22346	74854
2299	22356	74847
2300	22367	74840
2301	22378	74834
2302	22389	74828
2303	22399	74819
2304	22410	74815
2305	22421	74809
2306	22431	74801
2307	22441	74793
2308	22450	74781
2309	22458	74765
2310	22465	74746
2311	22472	74726
2312	22479	74706
2313	22485	74686
2314	22492	74667
2315	22499	74647
2316	22505	74627
2317	22512	74608
2318	22520	74590
2319	22526	74571
2320	22535	74557
2321	22542	74541
2322	22550	74524
2323	22559	74513
2324	22571	74510
2325	22583	74507
2326	22594	74501
2327	22606	74499
2328	22617	74496
2329	22629	74491
2330	22640	74488
2331	22651	74482
2332	22659	74466
2333	22666	74447
2334	22673	74428
2335	22680	74411
2336	22688	74395
2337	22695	74376
2338	22703	74361
2339	22710	74343
2340	22718	74326
2341	22726	74310
2342	22733	74295
2343	22741	74276
2344	22748	74260
2345	22756	74244
2346	22767	74238
2347	22777	74230
2348	22790	74230
2349	22799	74218
2350	22808	74206
2351	22818	74199
2352	22830	74197
2353	22843	74196
2354	22854	74191
2355	22864	74182
2356	22871	74166
2357	22879	74149
2358	22886	74131
2359	22894	74115
2360	22901	74098
2361	22909	74081
2362	22916	74065
2363	22924	74049
2364	22931	74031
2365	22939	74013
2366	22946	73997
2367	22954	73982
2368	22961	73964
2369	22969	73947
2370	22978	73936
2371	22990	73933
2372	23001	73928
2373	23013	73924
2374	23021	73911
2375	23028	73893
2376	23039	73885
2377	23049	73878
2378	23060	73872
2379	23070	73865
2380	23079	73852
2381	23086	73835
2382	23093	73814
2383	23098	73792
2384	23105	73773
2385	23111	73752
2386	23118	73732
2387	23125	73714
2388	23131	73694
2389	23138	73674
2390	23144	73654
2391	23151	73636
2392	23159	73619
2393	23166	73601
2394	23173	73583
2395	23179	73562
2396	23188	73550
2397	23198	73542
2398	23208	73535
2399	23218	73526
2400	23230	73521
2401	23239	73511
2402	23249	73501
2403	23259	73494
2404	23270	73488
2405	23281	73482
2406	23289	73467
2407	23296	73450
2408	23302	73429
2409	23309	73410
2410	23316	73390
2411	23322	73372
2412	23329	73354
2413	23336	73334
2414	23343	73316
2415	23349	73297
2416	23356	73277
2417	23363	73259
2418	23370	73240
2419	23376	73220
2420	23382	73200
2421	23388	73179
2422	23395	73161
2423	23403	73146
2424	23412	73133
2425	23422	73125
2426	23432	73116
2427	23442	73109
2428	23454	73104
2429	23464	73096
2430	23474	73088
2431	23484	73081
2432	23494	73071
2433	23502	73057
2434	23509	73039
2435	23515	73018
2436	23522	72998
2437	23528	72978
2438	23534	72958
2439	23541	72940
2440	23548	72921
2441	23554	72902
2442	23561	72883
2443	23568	72864
2444	23574	72845
2445	23581	72826
2446	23588	72808
2447	23594	72789
2448	23601	72770
2449	23610	72757
2450	23621	72752
2451	23631	72745
2452	23642	72738
2453	23652	72731
2454	23662	72723
2455	23672	72713
2456	23682	72703
2457	23694	72702
2458	23707	72703
2459	23717	72694
2460	23725	72680
2461	23733	72665
2462	23740	72648
2463	23748	72631
2464	23754	72614
2465	23762	72596
2466	23769	72580
2467	23776	72563
2468	23784	72548
2469	23792	72532
2470	23799	72517
2471	23807	72499
2472	23814	72482
2473	23821	72466
2474	23828	72449
2475	23840	72445
2476	23852	72442
2477	23863	72438
2478	23875	72434
2479	23884	72422
2480	23895	72419
2481	23907	72415
2482	23916	72404
2483	23924	72389
2484	23931	72372
2485	23939	72356
2486	23946	72341
2487	23953	72323
2488	23961	72307
2489	23968	72291
2490	23977	72279
2491	23985	72264
2492	23992	72247
2493	24000	72232
2494	24007	72215
2495	24015	72200
2496	24025	72192
2497	24035	72184
2498	24045	72174
2499	24055	72166
2500	24065	72159
2501	24075	72150
2502	24085	72142
2503	24096	72134
2504	24106	72127
2505	24113	72110
2506	24120	72092
2507	24127	72073
2508	24133	72055
2509	24140	72036
2510	24146	72016
2511	24153	71999
2512	24160	71980
2513	24166	71962
2514	24173	71944
2515	24180	71925
2516	24186	71907
2517	24193	71889
2518	24200	71870
2519	24207	71852
2520	24213	71834
2521	24221	71818
2522	24231	71809
2523	24240	71800
2524	24250	71792
2525	24261	71786
2526	24271	71778
2527	24282	71771
2528	24292	71764
2529	24302	71755
2530	24312	71747
2531	24320	71733
2532	24327	71715
2533	24334	71696
2534	24340	71677
2535	24347	71658
2536	24353	71638
2537	24359	71619
2538	24366	71601
2539	24373	71584
2540	24379	71565
2541	24386	71548
2542	24393	71530
2543	24400	71512
2544	24407	71495
2545	24414	71478
2546	24421	71461
2547	24428	71444
2548	24437	71433
2549	24447	71426
2550	24458	71418
2551	24468	71411
2552	24478	71403
2553	24489	71396
2554	24499	71388
2555	24510	71382
2556	24521	71377
2557	24531	71369
2558	24539	71355
2559	24546	71337
2560	24552	71318
2561	24559	71302
2562	24566	71285
2563	24573	71267
2564	24580	71249
2565	24587	71232
2566	24594	71214
2567	24600	71195
2568	24606	71176
2569	24613	71159
2570	24620	71141
2571	24626	71122
2572	24633	71103
2573	24639	71085
2574	24647	71069
2575	24657	71062
2576	24668	71057
2577	24678	71049
2578	24689	71043
2579	24699	71034
2580	24709	71026
2581	24719	71017
2582	24730	71012
2583	24742	71009
2584	24750	70997
2585	24758	70980
2586	24764	70962
2587	24771	70945
2588	24778	70927
2589	24784	70909
2590	24791	70892
2591	24798	70873
2592	24804	70856
2593	24811	70838
2594	24818	70820
2595	24825	70803
2596	24831	70785
2597	24838	70768
2598	24845	70750
2599	24852	70733
2600	24861	70723
2601	24873	70720
2602	24884	70714
2603	24895	70708
2604	24905	70701
2605	24916	70695
2606	24927	70691
2607	24938	70684
2608	24950	70680
2609	24958	70667
2610	24965	70650
2611	24971	70630
2612	24977	70611
2613	24984	70594
2614	24990	70575
2615	24996	70557
2616	25003	70538
2617	25010	70521
2618	25017	70504
2619	25023	70486
2620	25030	70469
2621	25037	70451
2622	25044	70434
2623	25050	70415
2624	25056	70397
2625	25063	70380
2626	25070	70363
2627	25081	70358
2628	25091	70349
2629	25101	70340
2630	25110	70330
2631	25120	70322
2632	25131	70315
2633	25141	70309
2634	25152	70303
2635	25162	70293
2636	25169	70277
2637	25176	70260
2638	25181	70239
2639	25188	70221
2640	25194	70203
2641	25201	70186
2642	25208	70168
2643	25214	70150
2644	25221	70133
2645	25227	70114
2646	25233	70096
2647	25240	70078
2648	25247	70061
2649	25254	70044
2650	25260	70026
2651	25267	70008
2652	25273	69991
2653	25280	69974
2654	25289	69961
2655	25299	69954
2656	25309	69947
2657	25320	69941
2658	25331	69935
2659	25341	69928
2660	25352	69921
2661	25362	69914
2662	25372	69906
2663	25379	69890
2664	25386	69872
2665	25392	69852
2666	25399	69836
2667	25406	69819
2668	25412	69801
2669	25419	69785
2670	25426	69767
2671	25434	69753
2672	25440	69736
2673	25447	69720
2674	25454	69703
2675	25461	69686
2676	25468	69669
2677	25475	69652
2678	25482	69635
2679	25488	69618
2680	25497	69606
2681	25508	69600
2682	25518	69594
2683	25529	69588
2684	25539	69579
2685	25548	69568
2686	25559	69562
2687	25568	69551
2688	25578	69543
2689	25586	69531
2690	25593	69513
2691	25598	69492
2692	25604	69474
2693	25611	69457
2694	25618	69439
2695	25625	69424
2696	25633	69410
2697	25640	69395
2698	25648	69380
2699	25655	69363
2700	25661	69346
2701	25668	69328
2702	25675	69312
2703	25681	69293
2704	25688	69277
2705	25694	69260
2706	25701	69242
2707	25709	69230
2708	25720	69225
2709	25731	69218
2710	25741	69209
2711	25751	69202
2712	25761	69194
2713	25771	69185
2714	25781	69177
2715	25791	69170
2716	25799	69155
2717	25806	69139
2718	25811	69119
2719	25818	69102
2720	25825	69085
2721	25832	69069
2722	25838	69051
2723	25845	69035
2724	25851	69017
2725	25858	69001
2726	25866	68986
2727	25873	68970
2728	25880	68953
2729	25887	68937
2730	25893	68920
2731	25900	68902
2732	25909	68893
2733	25920	68887
2734	25931	68881
2735	25941	68873
2736	25951	68864
2737	25960	68856
2738	25972	68850
2739	25982	68844
2740	25992	68836
2741	26000	68823
2742	26007	68806
2743	26013	68788
2744	26020	68772
2745	26028	68757
2746	26034	68739
2747	26040	68722
2748	26047	68704
2749	26053	68687
2750	26060	68671
2751	26067	68654
2752	26073	68637
2753	26080	68619
2754	26087	68604
2755	26094	68586
2756	26100	68569
2757	26107	68553
2758	26113	68535
2759	26121	68520
2760	26128	68506
2761	26139	68499
2762	26149	68492
2763	26159	68484
2764	26169	68476
2765	26180	68469
2766	26190	68462
2767	26201	68456
2768	26209	68442
2769	26215	68426
2770	26221	68407
2771	26228	68389
2772	26234	68373
2773	26241	68355
2774	26247	68338
2775	26254	68321
2776	26261	68305
2777	26268	68289
2778	26274	68272
2779	26281	68257
2780	26288	68240
2781	26295	68223
2782	26302	68207
2783	26308	68191
2784	26315	68173
2785	26322	68157
2786	26329	68142
2787	26337	68130
2788	26348	68123
2789	26358	68116
2790	26368	68109
2791	26379	68103
2792	26390	68097
2793	26400	68090
2794	26411	68084
2795	26419	68070
2796	26426	68054
2797	26432	68036
2798	26439	68020
2799	26445	68003
2800	26452	67987
2801	26459	67970
2802	26465	67954
2803	26472	67937
2804	26479	67920
2805	26486	67905
2806	26493	67889
2807	26499	67872
2808	26506	67856
2809	26513	67841
2810	26521	67826
2811	26528	67812
2812	26536	67798
2813	26545	67788
2814	26558	67786
2815	26570	67785
2816	26582	67782
2817	26594	67778
2818	26605	67774
2819	26617	67770
2820	26626	67759
2821	26633	67745
2822	26641	67731
2823	26649	67717
2824	26657	67704
2825	26664	67689
2826	26672	67675
2827	26679	67660
2828	26687	67646
2829	26694	67631
2830	26700	67615
2831	26708	67602
2832	26716	67588
2833	26723	67573
2834	26731	67558
2835	26738	67544
2836	26746	67529
2837	26753	67515
2838	26763	67506
2839	26775	67504
2840	26787	67502
2841	26799	67497
2842	26809	67489
2843	26822	67490
2844	26831	67479
2845	26838	67464
2846	26845	67449
2847	26853	67435
2848	26861	67421
2849	26868	67405
2850	26874	67388
2851	26882	67375
2852	26889	67359
2853	26896	67344
2854	26903	67329
2855	26910	67313
2856	26917	67297
2857	26924	67281
2858	26930	67265
2859	26937	67248
2860	26943	67232
2861	26950	67216
2862	26957	67201
2863	26968	67195
2864	26979	67188
2865	26989	67182
2866	27000	67176
2867	27010	67169
2868	27020	67161
2869	27030	67153
2870	27039	67142
2871	27047	67129
2872	27054	67113
2873	27061	67098
2874	27069	67085
2875	27077	67072
2876	27085	67059
2877	27093	67046
2878	27101	67033
2879	27109	67020
2880	27116	67006
2881	27124	66992
2882	27132	66978
2883	27140	66966
2884	27148	66952
2885	27156	66940
2886	27163	66926
2887	27205	66995
2888	27231	67028
2889	27243	67025
2890	27251	67011
2891	27259	66999
2892	27273	67000
2893	27282	66990
2894	27292	66981
2895	27300	66970
2896	27309	66959
2897	27318	66948
2898	27327	66937
2899	27337	66929
2900	27346	66918
2901	27354	66906
2902	27362	66892
2903	27370	66881
2904	27378	66868
2905	27386	66855
2906	27395	66843
2907	27402	66829
2908	27410	66815
2909	27420	66807
2910	27427	66793
2911	27437	66784
2912	27444	66770
2913	27451	66754
2914	27458	66739
2915	27466	66726
2916	27474	66713
2917	27482	66699
2918	27489	66685
2919	27497	66670
2920	27503	66654
2921	27511	66640
2922	27518	66625
2923	27525	66610
2924	27532	66595
2925	27540	66581
2926	27547	66568
2927	27555	66553
2928	27562	66538
2929	27569	66524
2930	27578	66513
2931	27587	66503
2932	27594	66489
2933	27601	66474
2934	27609	66461
2935	27617	66446
2936	27625	66433
2937	27632	66420
2938	27639	66405
2939	27647	66390
2940	27655	66378
2941	27662	66362
2942	27669	66348
2943	27676	66333
2944	27683	66319
2945	27691	66304
2946	27698	66290
2947	27705	66275
2948	27712	66260
2949	27719	66245
2950	27726	66230
2951	27734	66217
2952	27742	66205
2953	27750	66191
2954	27758	66178
2955	27766	66165
2956	27773	66151
2957	27780	66136
2958	27789	66125
2959	27799	66117
2960	27807	66105
2961	27815	66093
2962	27823	66079
2963	27831	66067
2964	27839	66053
2965	27847	66041
2966	27855	66028
2967	27863	66016
2968	27872	66004
2969	27879	65989
2970	27887	65977
2971	27894	65963
2972	27901	65948
2973	27909	65935
2974	27916	65920
2975	27924	65906
2976	27931	65893
2977	27939	65880
2978	27947	65867
2979	27954	65852
2980	27962	65838
2981	27969	65825
2982	27977	65811
2983	27985	65798
2984	27993	65786
2985	28002	65775
2986	28010	65764
2987	28020	65757
2988	28028	65744
2989	28036	65730
2990	28044	65717
2991	28052	65705
2992	28060	65692
2993	28068	65680
2994	28078	65672
2995	28087	65661
2996	28101	65665
2997	28112	65657
2998	28120	65645
2999	28128	65633
3000	28137	65622
3001	28145	65609
3002	28154	65599
3003	28163	65589
3004	28171	65577
3005	28182	65570
3006	28191	65562
3007	28202	65555
3008	28212	65548
3009	28222	65541
3010	28234	65537
3011	28246	65533
3012	28258	65530
3013	28272	65531
3014	28285	65530
3015	28296	65524
3016	28307	65519
3017	28317	65510
3018	28327	65503
3019	28338	65497
3020	28347	65486
3021	28358	65481
3022	28366	65469
3023	28377	65462
3024	28385	65451
3025	28395	65443
3026	28405	65434
3027	28414	65425
3028	28424	65417
3029	28434	65408
3030	28442	65395
3031	28450	65383
3032	28459	65373
3033	28468	65364
3034	28479	65357
3035	28491	65354
3036	28501	65345
3037	28508	65331
3038	28515	65316
3039	28523	65302
3040	28530	65289
3041	28538	65275
3042	28545	65261
3043	28553	65247
3044	28560	65233
3045	28567	65219
3046	28574	65205
3047	28582	65191
3048	28589	65176
3049	28597	65164
3050	28604	65150
3051	28611	65135
3052	28618	65120
3053	28625	65105
3054	28632	65091
3055	28640	65077
3056	28649	65067
3057	28657	65055
3058	28668	65050
3059	28679	65043
3060	28689	65036
3061	28699	65027
3062	28707	65017
3063	28714	65001
3064	28721	64987
3065	28729	64973
3066	28736	64959
3067	28743	64945
3068	28750	64930
3069	28757	64915
3070	28764	64901
3071	28772	64888
3072	28779	64873
3073	28786	64858
3074	28793	64843
3075	28800	64829
3076	28809	64817
3077	28816	64804
3078	28823	64790
3079	28831	64776
3080	28838	64761
3081	28845	64746
3082	28855	64740
3083	28865	64732
3084	28876	64727
3085	28885	64715
3086	28894	64705
3087	28905	64700
3088	28914	64689
3089	28921	64674
3090	28927	64659
3091	28934	64645
3092	28942	64630
3093	28949	64616
3094	28955	64599
3095	28962	64584
3096	28970	64573
3097	28978	64559
3098	28985	64545
3099	28992	64532
3100	29000	64519
3101	29008	64506
3102	29016	64493
3103	29023	64480
3104	29030	64466
3105	29038	64452
3106	29045	64439
3107	29056	64432
3108	29068	64428
3109	29076	64417
3110	29085	64407
3111	29093	64394
3112	29101	64382
3113	29110	64371
3114	29118	64360
3115	29127	64349
3116	29136	64339
3117	29144	64327
3118	29152	64314
3119	29160	64302
3120	29168	64290
3121	29177	64279
3122	29186	64269
3123	29194	64258
3124	29203	64246
3125	29211	64234
3126	29219	64222
3127	29227	64210
3128	29235	64198
3129	29243	64186
3130	29251	64173
3131	29261	64166
3132	29269	64154
3133	29277	64141
3134	29284	64127
3135	29292	64114
3136	29300	64101
3137	29307	64087
3138	29316	64077
3139	29324	64064
3140	29332	64054
3141	29341	64043
3142	29349	64031
3143	29357	64018
3144	29365	64006
3145	29374	63996
3146	29382	63984
3147	29390	63971
3148	29397	63957
3149	29405	63945
3150	29415	63937
3151	29423	63924
3152	29430	63910
3153	29438	63899
3154	29447	63887
3155	29455	63877
3156	29467	63871
3157	29476	63861
3158	29482	63846
3159	29490	63832
3160	29496	63816
3161	29505	63806
3162	29512	63793
3163	29520	63780
3164	29528	63767
3165	29535	63753
3166	29542	63739
3167	29550	63726
3168	29558	63715
3169	29566	63703
3170	29574	63690
3171	29581	63676
3172	29589	63664
3173	29597	63651
3174	29604	63639
3175	29612	63625
3176	29619	63612
3177	29627	63599
3178	29635	63587
3179	29643	63575
3180	29652	63564
3181	29660	63552
3182	29668	63539
3183	29675	63525
3184	29682	63511
3185	29691	63502
3186	29699	63489
3187	29707	63476
3188	29714	63462
3189	29721	63448
3190	29727	63433
3191	29734	63418
3192	29741	63404
3193	29748	63390
3194	29755	63376
3195	29762	63362
3196	29770	63349
3197	29778	63336
3198	29785	63323
3199	29792	63309
3200	29799	63295
3201	29807	63282
3202	29814	63268
3203	29822	63255
3204	29830	63244
3205	29842	63239
3206	29851	63231
3207	29860	63221
3208	29870	63213
3209	29881	63206
3210	29890	63197
3211	29899	63186
3212	29905	63170
3213	29912	63156
3214	29919	63142
3215	29926	63128
3216	29934	63116
3217	29941	63102
3218	29949	63089
3219	29956	63075
3220	29963	63061
3221	29970	63047
3222	29977	63033
3223	29984	63019
3224	29991	63004
