iter	RMSE
365	0.6626272881
366	0.6626153215
367	0.6626092784
368	0.6625957974
369	0.6625817545
370	0.6625689363
371	0.6625519809
372	0.6625373199
373	0.6625350544
374	0.6625265801
375	0.6624930736
376	0.6624765717
377	0.6624505121
378	0.6624414236
379	0.6624322023
380	0.6624262032
381	0.662419399
382	0.6624062754
383	0.6623937444
384	0.6623868874
385	0.6623761346
386	0.6623713756
387	0.6623416588
388	0.662324529
389	0.6622910691
390	0.6622864655
391	0.6622633365
392	0.6622545303
393	0.6622264471
394	0.6622099401
395	0.6621954561
396	0.6621947106
397	0.662175969
398	0.6621570408
399	0.6621542082
400	0.6621503219
401	0.6621383085
402	0.6621301334
403	0.6621214234
404	0.6621116282
405	0.6620843526
406	0.6620778567
407	0.6620725177
408	0.6620649299
409	0.6620512374
410	0.6620348282
411	0.6620230227
412	0.6620189222
413	0.6620087847
414	0.6619961526
415	0.6619897766
416	0.6619852566
417	0.6619626548
418	0.6619531409
419	0.6619427663
420	0.6619367033
421	0.6619221839
422	0.6619135602
423	0.6619080476
424	0.6619024255
425	0.6618864984
426	0.6618818508
427	0.6618655769
428	0.6618614966
429	0.6618537896
430	0.6618482333
431	0.6618371847
432	0.6618342236
433	0.661812682
434	0.6617936163
435	0.6617529903
436	0.6617442651
437	0.6616950835
438	0.6616922747
439	0.6616828092
440	0.6616737308
441	0.66166997
442	0.661662699
443	0.6616577911
444	0.6616487452
445	0.6616467406
446	0.6616449066
447	0.6616304814
448	0.6616120345
449	0.6616055684
450	0.6616030125
451	0.6615917616
452	0.661581798
453	0.6615276555
454	0.6615231494
455	0.6615202485
456	0.6615149274
457	0.6615098414
458	0.6615023537
459	0.6615003124
460	0.661495142
461	0.6614914877
462	0.6614889172
463	0.661476781
464	0.6614760371
465	0.6614726672
466	0.6614601586
467	0.6614502502
468	0.6614396819
469	0.6614327915
470	0.6614279366
471	0.6614207843
472	0.6614164176
473	0.6614125428
474	0.6614013725
475	0.6613958249
476	0.6613924918
477	0.6613870216
478	0.6613847792
479	0.661377881
480	0.6613752533
481	0.6613622308
482	0.6613599275
483	0.6613551917
484	0.6613418063
485	0.6613391709
486	0.6613300941
487	0.6613181423
488	0.6613128716
489	0.6613026053
490	0.6613017343
491	0.6612993187
492	0.6612922448
493	0.6612840921
494	0.6612747962
495	0.6612643079
496	0.6612619946
497	0.6612532374
498	0.6612522593
499	0.6612485055
500	0.6612377493
501	0.6612316998
502	0.6612292314
503	0.6612079596
504	0.6612028159
505	0.6611977887
506	0.6611934047
507	0.6611889206
508	0.6611516534
509	0.6611424896
510	0.6611386774
511	0.6611375013
512	0.6611346637
513	0.6611281998
514	0.6611218164
515	0.6611194482
516	0.6611185079
517	0.6611158958
518	0.6611082242
519	0.6611064444
520	0.6610976082
521	0.6610870705
522	0.6610849911
523	0.6610725297
524	0.6610616017
525	0.6610518001
526	0.661047902
527	0.6610442511
528	0.6610424329
529	0.6610336712
530	0.6610303249
531	0.6610211266
532	0.6610198312
533	0.6610171437
534	0.6610105992
535	0.661008182
536	0.661007166
537	0.660993156
538	0.6609885867
539	0.6609855372
540	0.6609811874
541	0.6609755892
542	0.6609719181
543	0.6609389532
544	0.6609261528
545	0.6609175708
546	0.6609145305
547	0.6609040758
548	0.6608671182
549	0.6608580478
550	0.6608449524
551	0.6608433232
552	0.660840208
553	0.6608374897
554	0.6608288939
555	0.660825273
556	0.660823791
557	0.6608197073
558	0.6608171017
559	0.6608145761
560	0.6608140708
561	0.6608111918
562	0.6608095763
563	0.6608084637
564	0.6607990815
565	0.6607979457
566	0.6607867649
567	0.6607848284
568	0.660770266
569	0.6607690118
570	0.6607637939
571	0.6607626414
572	0.6607598137
573	0.6607470236
574	0.6607388029
575	0.6607358856
576	0.6607308984
577	0.6607296614
578	0.6607172303
579	0.6607169282
580	0.6607133698
581	0.6607093076
582	0.6607085339
583	0.6607015842
584	0.6607001287
585	0.6606925726
586	0.6606864369
587	0.6606841218
588	0.660670192
589	0.6606689784
590	0.6606679225
591	0.6606425169
592	0.6606413376
593	0.6606390277
594	0.6606375203
595	0.6606345377
596	0.660621218
597	0.6606191965
598	0.6606163524
599	0.6606140048
600	0.660613355
601	0.660611144
602	0.6606020551
603	0.660592352
604	0.6605903158
605	0.6605885139
606	0.6605827211
607	0.6605816805
608	0.6605775246
609	0.6605741141
610	0.6605697287
611	0.6605592302
612	0.6605572928
613	0.6605533501
614	0.6605406156
615	0.6605380071
616	0.6605379441
617	0.6605360382
618	0.6605289422
619	0.6605248915
620	0.6605231408
621	0.6605223497
622	0.6605127805
623	0.6605116612
624	0.6605094028
625	0.6605078226
626	0.6605068906
627	0.6605047653
628	0.6605037468
629	0.6605025199
630	0.6605020917
631	0.6604958698
632	0.6604913269
633	0.6604890584
634	0.6604789001
635	0.6604772368
636	0.6604748842
637	0.6604716248
638	0.6604712319
639	0.6604693346
640	0.6604637692
641	0.6604620417
642	0.660460656
643	0.6604591154
644	0.6604470575
645	0.6604436936
646	0.6604408548
647	0.660433085
648	0.6604282212
649	0.6604275765
650	0.660426328
651	0.6604219468
652	0.6604210403
653	0.6604185214
654	0.6604181992
655	0.6604144206
656	0.6604051003
657	0.6604029605
658	0.6604015158
659	0.6603987171
660	0.6603985496
661	0.6603923072
662	0.6603864726
663	0.6603851053
664	0.6603834663
665	0.6603827414
666	0.6603792506
667	0.6603772528
668	0.6603740115
669	0.660371878
670	0.6603673727
671	0.6603630384
672	0.6603582731
673	0.6603557902
674	0.6603518354
675	0.6603505659
676	0.6603494297
677	0.6603471752
678	0.6603448059
679	0.6603441941
680	0.6603423171
681	0.660339387
682	0.660334816
683	0.6603347853
684	0.6603332778
685	0.6603303081
686	0.6603269737
687	0.6603212904
688	0.6603191583
689	0.6603138304
690	0.6603108982
691	0.6603017885
692	0.6602999682
693	0.6602972811
694	0.6602955911
695	0.6602949261
696	0.6602793573
697	0.6602767453
698	0.6602738903
699	0.6602721772
700	0.660270789
701	0.6602675633
702	0.6602664923
703	0.6602560488
704	0.6602526428
705	0.6602511161
706	0.6602488963
707	0.6602486641
708	0.6602387724
709	0.6602318965
710	0.6602309343
711	0.6602276507
712	0.6602195966
713	0.6602171665
714	0.6602156074
715	0.6602091602
716	0.6602027819
717	0.6601989951
718	0.6601958391
719	0.6601884666
720	0.6601879727
721	0.6601877303
722	0.6601836145
723	0.6601794843
724	0.6601792784
725	0.6601771324
726	0.6601710223
727	0.6601676228
728	0.6601668279
729	0.6601579574
730	0.6601495182
731	0.6601471471
732	0.6601447356
733	0.6601435074
734	0.6601422532
735	0.6601414113
736	0.6601374763
737	0.6601334305
738	0.6601325022
739	0.6601132092
740	0.6601125625
741	0.6601079133
742	0.6601060593
743	0.6601033654
744	0.6601020175
745	0.6601014795
746	0.6600995005
747	0.6600963615
748	0.6600953664
749	0.6600885407
750	0.6600877539
751	0.660080846
752	0.6600767224
753	0.6600728272
754	0.6600719924
755	0.6600614768
756	0.6600609135
757	0.6600601735
758	0.6600588911
759	0.6600546984
760	0.6600531524
761	0.6600521354
762	0.660047961
763	0.6600471553
764	0.6600464846
765	0.6600456251
766	0.6600422208
767	0.660038255
768	0.6600351184
769	0.6600260906
770	0.660025478
771	0.6600236809
772	0.660023309
773	0.6600224574
774	0.6600221913
775	0.6600216137
776	0.6600183872
777	0.6600176621
778	0.6600163602
779	0.6600161514
780	0.6600160076
781	0.6600138795
782	0.6600102044
783	0.6600062939
784	0.6600060407
785	0.6600054287
786	0.6600031558
787	0.6600027002
788	0.6599984719
789	0.6599913595
790	0.659986018
791	0.6599833626
792	0.659975446
793	0.6599749451
794	0.6599740143
795	0.6599676843
796	0.6599661897
797	0.6599642249
798	0.6599636869
799	0.6599554653
800	0.6599540498
801	0.6599520988
802	0.659949671
803	0.6599467784
804	0.6599458525
805	0.6599448004
806	0.659941875
807	0.6599271431
808	0.6599208041
809	0.6599194801
810	0.6599177448
811	0.6599156136
812	0.6599123707
813	0.6599070475
814	0.659905251
815	0.6599044777
816	0.6598963842
817	0.6598931175
818	0.6598913259
819	0.6598898952
820	0.6598844156
821	0.6598831094
822	0.6598816822
823	0.6598810108
824	0.659879331
825	0.6598763366
826	0.6598740518
827	0.6598707879
828	0.6598702398
829	0.6598689603
830	0.6598683858
831	0.6598527438
832	0.6598509434
833	0.6598499752
834	0.6598444807
835	0.6598440456
836	0.6598440453
837	0.659842438
838	0.6598413178
839	0.6598387643
840	0.6598277376
841	0.659827348
842	0.6598258931
843	0.6598256484
844	0.659825081
845	0.6598248365
846	0.6598237537
847	0.6598225164
848	0.6598220618
849	0.6598171884
850	0.6598163536
851	0.6598134722
852	0.6598129525
853	0.6598117952
854	0.6598077165
855	0.6598068136
856	0.6598061064
857	0.6598052419
858	0.6598013973
859	0.6598007892
860	0.6598004507
861	0.6597998585
862	0.6597968012
863	0.6597945088
864	0.6597932238
865	0.65978696
866	0.6597861311
867	0.6597851955
868	0.6597834161
869	0.6597814259
870	0.6597798373
871	0.6597793196
872	0.6597791426
873	0.659778285
874	0.6597764031
875	0.6597749324
876	0.6597739046
877	0.6597725835
878	0.6597719661
879	0.6597717601
880	0.6597714233
881	0.6597704607
882	0.6597699516
883	0.6597649902
884	0.659762548
885	0.6597620914
886	0.6597607264
887	0.6597461065
888	0.6597447413
889	0.6597435476
890	0.6597372149
891	0.659736041
892	0.6597348632
893	0.6597344264
894	0.6597337759
895	0.6597318093
896	0.6597297743
897	0.6597287057
898	0.6597254495
899	0.6597244477
900	0.6597240148
901	0.6597224791
902	0.6597213989
903	0.6597202232
904	0.6597172396
905	0.6597131108
906	0.6597119512
907	0.6597111797
908	0.6597108691
909	0.6597102342
910	0.659709299
911	0.6597086663
912	0.6597086172
913	0.6597078623
914	0.6597062257
915	0.6597051237
916	0.6596983234
917	0.6596982305
918	0.6596948776
919	0.6596939647
920	0.6596928138
921	0.6596908728
922	0.659689662
923	0.6596894015
924	0.659689058
925	0.6596890213
926	0.6596878
927	0.6596870031
928	0.6596861892
929	0.659685668
930	0.659684003
931	0.6596825202
932	0.6596714052
933	0.6596710728
934	0.6596702459
935	0.6596697529
936	0.6596690102
937	0.6596604778
938	0.6596578512
939	0.6596576167
940	0.6596550953
941	0.6596537237
942	0.6596530982
943	0.6596494444
944	0.6596474839
945	0.6596471541
946	0.6596468514
947	0.6596443309
948	0.6596387673
949	0.6596372671
950	0.6596371709
951	0.6596367325
952	0.6596348244
953	0.659634603
954	0.6596337052
955	0.6596326311
956	0.6596315819
957	0.6596297665
958	0.6596275956
959	0.6596256451
960	0.6596250204
961	0.659622797
962	0.6596208138
963	0.6596201958
964	0.659618536
965	0.6596161153
966	0.6596147363
967	0.6596140779
968	0.6596133794
969	0.6596125853
970	0.6596115507
971	0.6596075692
972	0.6596071421
973	0.6596067031
974	0.6596061167
975	0.6596030941
976	0.6596029153
977	0.6595942475
978	0.6595930814
979	0.6595930392
980	0.6595901362
981	0.6595897825
982	0.6595896268
983	0.6595893434
984	0.6595892569
985	0.6595881779
986	0.6595864959
987	0.6595851561
988	0.659583936
989	0.6595833629
990	0.659582137
991	0.6595815992
992	0.6595809772
993	0.6595804771
994	0.659580458
995	0.6595793371
996	0.6595791553
997	0.6595771192
998	0.6595745647
999	0.6595740495
1000	0.659573534
1001	0.6595732507
1002	0.6595729417
1003	0.6595724569
1004	0.6595716474
1005	0.6595712871
1006	0.6595703348
1007	0.6595691919
1008	0.6595676078
1009	0.6595639167
1010	0.6595595675
1011	0.6595588408
1012	0.6595585759
1013	0.6595580596
1014	0.659556906
1015	0.6595560307
1016	0.6595557952
1017	0.6595547272
1018	0.6595473089
1019	0.6595466793
1020	0.6595419855
1021	0.6595417871
1022	0.6595416893
1023	0.6595410061
1024	0.6595386933
1025	0.659536759
1026	0.6595358375
1027	0.6595351907
1028	0.6595328361
1029	0.6595319384
1030	0.659531597
1031	0.6595296489
1032	0.6595291601
1033	0.659528355
1034	0.6595282271
1035	0.6595272427
1036	0.6595253513
1037	0.659525193
1038	0.659520223
1039	0.65951863
1040	0.6595176042
1041	0.6595169893
1042	0.6595167411
1043	0.6595158257
1044	0.6595143883
1045	0.659514231
1046	0.659513449
1047	0.6595130591
1048	0.6595124309
1049	0.6595122075
1050	0.6595098161
1051	0.6595040774
1052	0.6595030768
1053	0.6595012955
1054	0.6595009554
1055	0.6594976433
1056	0.6594962108
1057	0.6594953278
1058	0.6594952575
1059	0.6594951489
1060	0.6594886172
1061	0.6594883654
1062	0.6594876164
1063	0.6594823135
1064	0.6594811914
1065	0.6594803724
1066	0.659475347
1067	0.6594743218
1068	0.6594737316
1069	0.6594731557
1070	0.6594719665
1071	0.6594704218
1072	0.6594699049
1073	0.6594691138
1074	0.6594684109
1075	0.6594681292
1076	0.6594669219
1077	0.6594658461
1078	0.6594651994
1079	0.6594649827
1080	0.6594591211
1081	0.6594589301
1082	0.659454266
1083	0.659453393
1084	0.6594526243
1085	0.6594511476
1086	0.6594461515
1087	0.6594458227
1088	0.659445594
1089	0.6594454006
1090	0.6594438828
1091	0.6594424883
1092	0.6594409186
1093	0.6594398727
1094	0.6594387399
1095	0.659438493
1096	0.6594372288
1097	0.6594364245
1098	0.6594285486
1099	0.6594275167
1100	0.6594258929
1101	0.6594252964
1102	0.6594235192
1103	0.6594232259
1104	0.6594232146
1105	0.6594222716
1106	0.6594216767
1107	0.659420688
1108	0.6594194257
1109	0.65941205
1110	0.6594115127
1111	0.6594108816
1112	0.6594101253
1113	0.6594091669
1114	0.6594080751
1115	0.6594077111
1116	0.6594066534
1117	0.6594056991
1118	0.6594054708
1119	0.6594032463
1120	0.6594023986
1121	0.6594013754
1122	0.6594010681
1123	0.6593997852
1124	0.6593991191
1125	0.6593987187
1126	0.6593982437
1127	0.6593890804
1128	0.6593884007
1129	0.6593876761
1130	0.6593873825
1131	0.659385471
1132	0.6593846008
1133	0.6593823436
1134	0.6593811998
1135	0.6593806367
1136	0.6593796821
1137	0.6593790787
1138	0.6593767547
1139	0.659373988
1140	0.6593737315
1141	0.6593727943
1142	0.6593726366
1143	0.6593721685
1144	0.659372157
1145	0.6593708794
1146	0.6593706313
1147	0.6593702694
1148	0.6593702455
1149	0.6593686502
1150	0.6593686207
1151	0.6593679818
1152	0.6593678557
1153	0.6593656551
1154	0.6593650314
1155	0.6593647199
1156	0.6593642178
1157	0.659363186
1158	0.6593628225
1159	0.659359436
1160	0.659359224
1161	0.6593574484
1162	0.6593570767
1163	0.6593569047
1164	0.6593531398
1165	0.6593529279
1166	0.6593528908
1167	0.6593528567
1168	0.6593493689
1169	0.6593491701
1170	0.6593486314
1171	0.6593472558
1172	0.6593466668
1173	0.6593462049
1174	0.6593460772
1175	0.6593444789
1176	0.6593440533
1177	0.6593437933
1178	0.6593435408
1179	0.6593428032
1180	0.6593422322
1181	0.659340622
1182	0.6593342722
1183	0.6593323313
1184	0.6593320952
1185	0.6593319957
1186	0.6593318806
1187	0.6593309822
1188	0.659330302
1189	0.6593295763
1190	0.6593294194
1191	0.6593285363
1192	0.6593280702
1193	0.6593246211
1194	0.6593245599
1195	0.6593242893
1196	0.6593238425
1197	0.6593235924
1198	0.6593234488
1199	0.6593230316
1200	0.6593211788
1201	0.6593204131
1202	0.6593197457
1203	0.6593178802
1204	0.6593159094
1205	0.6593154224
1206	0.6593153456
1207	0.6593137786
1208	0.6593135736
1209	0.6593127482
1210	0.6593119144
1211	0.6593117874
1212	0.6593115157
1213	0.6593097394
1214	0.6593093082
1215	0.6593091727
1216	0.6593089149
1217	0.6593088052
1218	0.6593086326
1219	0.6593060185
1220	0.6593051874
1221	0.6593044882
1222	0.6593043001
1223	0.6593035383
1224	0.6593031209
1225	0.6593014399
1226	0.6593013882
1227	0.6592977406
1228	0.6592963784
1229	0.6592939992
1230	0.6592938988
1231	0.6592938987
1232	0.6592932561
1233	0.6592929735
1234	0.6592927727
1235	0.6592920655
1236	0.6592908737
1237	0.6592906696
1238	0.6592906452
1239	0.6592906324
1240	0.659290446
1241	0.6592890949
1242	0.6592865697
1243	0.6592859819
1244	0.6592859011
1245	0.6592850119
1246	0.6592842051
1247	0.6592837451
1248	0.6592823916
1249	0.6592820552
1250	0.6592801586
1251	0.6592800757
1252	0.6592784012
1253	0.6592780043
1254	0.6592773558
1255	0.6592770695
1256	0.6592744845
1257	0.659269521
1258	0.6592686603
1259	0.6592684729
1260	0.6592683806
1261	0.6592673527
1262	0.659267
1263	0.6592667495
1264	0.6592654599
1265	0.65926502
1266	0.6592611766
1267	0.6592602197
1268	0.6592598373
1269	0.6592595561
1270	0.6592589926
1271	0.6592585524
1272	0.6592576863
1273	0.6592566274
1274	0.659255139
1275	0.6592550665
1276	0.6592542552
1277	0.6592537886
1278	0.6592527957
1279	0.6592519186
1280	0.6592517968
1281	0.6592515187
1282	0.6592498464
1283	0.6592492786
1284	0.6592421621
1285	0.6592420103
1286	0.659241824
1287	0.6592412672
1288	0.6592411909
1289	0.6592402189
1290	0.6592391798
1291	0.6592386848
1292	0.6592382397
1293	0.6592382155
1294	0.6592373245
1295	0.6592373075
1296	0.6592371319
1297	0.6592358528
1298	0.6592356998
1299	0.6592355188
1300	0.6592345705
1301	0.6592345317
1302	0.6592328053
1303	0.6592326917
1304	0.6592289031
1305	0.659228838
1306	0.6592284762
1307	0.6592277882
1308	0.6592277333
1309	0.6592276329
1310	0.6592275465
1311	0.6592274081
1312	0.6592206201
1313	0.6592193761
1314	0.6592192642
1315	0.6592190758
1316	0.6592175349
1317	0.6592165763
1318	0.6592164898
1319	0.6592163146
1320	0.6592148887
1321	0.6592069553
1322	0.6592069112
1323	0.6592065573
1324	0.6592064784
1325	0.6592064454
1326	0.6592063817
1327	0.6592055239
1328	0.6592054515
1329	0.6592051847
1330	0.6592045332
1331	0.6592045031
1332	0.6592043869
1333	0.6592042331
1334	0.6592041615
1335	0.6592039074
1336	0.6592034649
1337	0.659203035
1338	0.6592027234
1339	0.6592025803
1340	0.6592022408
1341	0.6592021681
1342	0.6591965654
1343	0.6591962506
1344	0.6591955424
1345	0.6591947348
1346	0.6591937185
1347	0.6591927318
1348	0.6591927085
1349	0.6591918501
1350	0.659191447
1351	0.6591913451
1352	0.6591898302
1353	0.6591884256
1354	0.6591884005
1355	0.6591883876
1356	0.6591878103
1357	0.6591876879
1358	0.6591871347
1359	0.6591864964
1360	0.6591836884
1361	0.6591814638
1362	0.6591814163
1363	0.659180809
1364	0.6591792084
1365	0.6591791296
1366	0.6591784294
1367	0.6591783689
1368	0.6591783077
1369	0.6591778625
1370	0.6591776331
1371	0.6591751205
1372	0.6591750375
1373	0.6591750132
1374	0.6591741932
1375	0.6591730304
1376	0.6591729219
1377	0.6591729217
1378	0.6591729147
1379	0.6591728041
1380	0.6591725208
1381	0.6591718609
1382	0.6591715234
1383	0.6591715176
1384	0.6591665078
1385	0.6591664903
1386	0.6591663014
1387	0.6591657399
1388	0.6591653752
1389	0.6591640169
1390	0.6591639275
1391	0.6591604019
1392	0.6591601129
1393	0.6591588805
1394	0.659158836
1395	0.6591582789
1396	0.6591578491
1397	0.659157613
1398	0.659156299
1399	0.6591539436
1400	0.6591539148
1401	0.6591521707
1402	0.6591516537
1403	0.6591509869
1404	0.6591507428
1405	0.6591492875
1406	0.6591491919
1407	0.6591490625
1408	0.6591489927
1409	0.6591484416
1410	0.6591480333
1411	0.6591471152
1412	0.659147063
1413	0.6591468083
1414	0.6591467448
1415	0.6591460265
1416	0.6591459947
1417	0.6591459714
1418	0.6591457719
1419	0.659145737
1420	0.6591454933
1421	0.65914547
1422	0.6591454145
1423	0.6591448858
1424	0.6591446478
1425	0.6591441226
1426	0.6591431948
1427	0.6591429407
1428	0.6591428866
1429	0.6591424558
1430	0.6591423945
1431	0.6591412024
1432	0.6591407597
1433	0.6591385179
1434	0.6591380463
1435	0.6591363697
1436	0.6591363322
1437	0.6591361221
1438	0.6591360185
1439	0.6591353116
1440	0.6591353086
1441	0.6591350311
1442	0.6591337381
1443	0.6591331477
1444	0.659131966
1445	0.6591318883
1446	0.6591313194
1447	0.6591312126
1448	0.6591311805
1449	0.6591311625
1450	0.6591311059
1451	0.659130051
1452	0.6591297933
1453	0.6591288587
1454	0.6591285841
1455	0.6591275766
1456	0.6591275469
1457	0.6591272932
1458	0.6591270259
1459	0.6591265862
1460	0.6591230496
1461	0.6591228773
1462	0.6591214871
1463	0.6591197771
1464	0.6591192851
1465	0.6591192796
1466	0.6591175131
1467	0.6591134027
1468	0.6591133822
1469	0.6591130947
1470	0.6591122856
1471	0.6591087454
1472	0.659108704
1473	0.6591086854
1474	0.6591085714
1475	0.6591080361
1476	0.659107115
1477	0.6591069019
1478	0.6591067524
1479	0.6591064995
1480	0.6591064761
1481	0.6591014021
1482	0.6591011106
1483	0.6590999529
1484	0.6590968448
1485	0.659096357
1486	0.6590962808
1487	0.6590956237
1488	0.659093292
1489	0.6590932362
1490	0.6590932173
1491	0.6590917294
1492	0.6590916736
1493	0.6590910817
1494	0.659091039
1495	0.6590909694
1496	0.6590906696
1497	0.659090631
1498	0.6590879426
1499	0.6590879315
1500	0.6590878273
1501	0.6590876517
1502	0.6590875689
1503	0.659087379
1504	0.6590870352
1505	0.6590862167
1506	0.659085141
1507	0.659083672
1508	0.6590836709
1509	0.6590831278
1510	0.6590830209
1511	0.6590827091
1512	0.6590824834
