iter	RMSE
1513	0.6590815883
1514	0.6590811872
1515	0.6590800958
1516	0.6590800129
1517	0.6590796128
1518	0.6590796053
1519	0.6590792774
1520	0.6590791546
1521	0.6590768693
1522	0.659076773
1523	0.6590763317
1524	0.659076281
1525	0.6590757331
1526	0.6590754828
1527	0.6590754527
1528	0.6590754443
1529	0.659075391
1530	0.6590747653
1531	0.6590742795
1532	0.6590740343
1533	0.6590739913
1534	0.6590735159
1535	0.6590733771
1536	0.6590726646
1537	0.6590726488
1538	0.6590719363
1539	0.6590710551
1540	0.6590706528
1541	0.6590704579
1542	0.6590692353
1543	0.6590690481
1544	0.6590683793
1545	0.6590671277
1546	0.6590670672
1547	0.659067046
1548	0.659066481
1549	0.6590662557
1550	0.6590661389
1551	0.6590660137
1552	0.659065802
1553	0.6590653538
1554	0.6590652314
1555	0.6590648527
1556	0.6590646837
1557	0.6590645813
1558	0.659064484
1559	0.6590643419
1560	0.6590634293
1561	0.6590619224
1562	0.6590618044
1563	0.6590611037
1564	0.6590608534
1565	0.6590607851
1566	0.6590606605
1567	0.6590605549
1568	0.659058367
1569	0.6590582361
1570	0.6590578215
1571	0.6590576423
1572	0.6590574829
1573	0.6590567786
1574	0.6590560451
1575	0.6590560021
1576	0.6590559422
1577	0.6590556918
1578	0.659055636
1579	0.6590533643
1580	0.6590532331
1581	0.6590528339
1582	0.6590527826
1583	0.659052752
1584	0.6590512237
1585	0.6590509991
1586	0.6590506228
1587	0.6590496196
1588	0.6590493218
1589	0.6590493119
1590	0.6590488206
1591	0.6590485727
1592	0.6590481702
1593	0.659048117
1594	0.6590480545
1595	0.6590477126
1596	0.6590472332
1597	0.6590469616
1598	0.6590465936
1599	0.6590465282
1600	0.6590464133
1601	0.6590451199
1602	0.6590451132
1603	0.6590450415
1604	0.659045011
1605	0.6590449726
1606	0.659044824
1607	0.659042272
1608	0.6590420922
1609	0.659041841
1610	0.6590417132
1611	0.6590414461
1612	0.6590413761
1613	0.6590412663
1614	0.6590409254
1615	0.6590407185
1616	0.6590403179
1617	0.6590393705
1618	0.6590389949
1619	0.6590383786
1620	0.6590378741
1621	0.6590377419
1622	0.6590365106
1623	0.6590362109
1624	0.6590359274
1625	0.6590354867
1626	0.65903535
1627	0.6590353309
1628	0.6590353181
1629	0.6590352253
1630	0.6590343903
1631	0.6590330131
1632	0.6590326842
1633	0.6590326266
1634	0.6590326002
1635	0.659032452
1636	0.6590324452
1637	0.6590323955
1638	0.6590320198
1639	0.6590317778
1640	0.6590305273
1641	0.6590303459
1642	0.6590302374
1643	0.6590302042
1644	0.6590282953
1645	0.6590282125
1646	0.6590278747
1647	0.6590278336
1648	0.6590277633
1649	0.6590277395
1650	0.6590276203
1651	0.659027617
1652	0.6590272058
1653	0.6590246913
1654	0.659024661
1655	0.6590245187
1656	0.6590244213
1657	0.6590240976
1658	0.659024017
1659	0.659023734
1660	0.6590234471
1661	0.65902344
1662	0.6590213051
1663	0.6590209645
1664	0.659020891
1665	0.6590208686
1666	0.6590195181
1667	0.6590194468
1668	0.659019359
1669	0.6590193377
1670	0.6590192299
1671	0.6590191701
1672	0.6590189528
1673	0.6590188968
1674	0.6590188247
1675	0.6590188079
1676	0.6590184937
1677	0.6590169885
1678	0.6590165085
1679	0.6590129039
1680	0.6590123018
1681	0.6590095698
1682	0.6590086066
1683	0.6590086043
1684	0.6590079212
1685	0.6590062667
1686	0.6590060261
1687	0.6590046872
1688	0.6590027948
1689	0.6590026721
1690	0.6590012849
1691	0.6590002343
1692	0.6590001161
1693	0.6589998266
1694	0.6589997683
1695	0.6589996496
1696	0.6589995102
1697	0.6589993319
1698	0.6589990022
1699	0.6589986485
1700	0.6589985957
1701	0.6589984438
1702	0.6589983596
1703	0.6589982436
1704	0.6589982076
1705	0.6589981504
1706	0.6589979677
1707	0.658997486
1708	0.6589974361
1709	0.6589969442
1710	0.6589969081
1711	0.658996811
1712	0.6589967403
1713	0.6589966408
1714	0.6589963838
1715	0.6589962017
1716	0.658996193
1717	0.6589954866
1718	0.658995484
1719	0.6589954789
1720	0.6589952747
1721	0.6589952337
1722	0.6589952215
1723	0.658993846
1724	0.6589936202
1725	0.658993495
1726	0.6589934496
1727	0.6589926177
1728	0.6589926115
1729	0.6589925918
1730	0.6589923178
1731	0.6589921998
1732	0.6589920071
1733	0.658990823
1734	0.6589904477
1735	0.6589903493
1736	0.6589900205
1737	0.65898812
1738	0.6589881151
1739	0.6589875619
1740	0.6589874866
1741	0.658987162
1742	0.6589867633
1743	0.658986719
1744	0.658986697
1745	0.6589866277
1746	0.6589865686
1747	0.6589863691
1748	0.6589863439
1749	0.6589846037
1750	0.6589843173
1751	0.6589840814
1752	0.6589838957
1753	0.658983416
1754	0.6589827696
1755	0.6589827303
1756	0.6589825202
1757	0.6589824598
1758	0.6589824271
1759	0.6589821695
1760	0.6589820969
1761	0.6589814878
1762	0.6589808344
1763	0.6589806541
1764	0.658980287
1765	0.65898026
1766	0.6589801732
1767	0.6589801302
1768	0.6589800805
1769	0.6589800475
1770	0.6589798596
1771	0.6589798279
1772	0.6589797173
1773	0.6589795174
1774	0.6589792887
1775	0.6589790804
1776	0.6589790025
1777	0.6589786723
1778	0.6589783143
1779	0.6589783058
1780	0.6589782414
1781	0.6589775043
1782	0.6589774413
1783	0.6589770106
1784	0.6589768045
1785	0.6589727619
1786	0.6589725029
1787	0.6589722768
1788	0.6589722583
1789	0.6589710974
1790	0.6589710663
1791	0.6589708735
1792	0.658970648
1793	0.6589702873
1794	0.6589702755
1795	0.6589701874
1796	0.6589701679
1797	0.6589701285
1798	0.6589700214
1799	0.658968935
1800	0.6589688764
1801	0.6589688717
1802	0.6589687742
1803	0.6589676499
1804	0.6589676432
1805	0.6589676394
1806	0.6589675816
1807	0.6589669783
1808	0.6589669676
1809	0.658966398
1810	0.6589659194
1811	0.6589658799
1812	0.6589658527
1813	0.6589658415
1814	0.6589658249
1815	0.658965773
1816	0.658965728
1817	0.6589656253
1818	0.658965348
1819	0.6589651631
1820	0.6589651624
1821	0.6589650404
1822	0.6589650307
1823	0.6589641943
1824	0.6589641682
1825	0.6589641284
1826	0.6589638514
1827	0.6589633758
1828	0.6589633406
1829	0.6589633001
1830	0.6589632885
1831	0.6589632782
1832	0.658963068
1833	0.6589626757
1834	0.6589626548
1835	0.6589625817
1836	0.6589625428
1837	0.6589619271
1838	0.6589614176
1839	0.658960435
1840	0.658960099
1841	0.6589600584
1842	0.6589597037
1843	0.6589593785
1844	0.6589591372
1845	0.6589585185
1846	0.6589585015
1847	0.6589583563
1848	0.6589582727
1849	0.65895796
1850	0.6589576903
1851	0.6589571048
1852	0.6589570424
1853	0.6589570424
1854	0.6589539488
1855	0.6589538021
1856	0.6589537363
1857	0.6589537146
1858	0.6589536537
1859	0.6589535301
1860	0.6589516301
1861	0.658950203
1862	0.658950159
1863	0.6589490322
1864	0.6589489185
1865	0.6589488987
1866	0.6589488705
1867	0.6589484884
1868	0.6589484045
1869	0.658948335
1870	0.6589482426
1871	0.6589469045
1872	0.6589465683
1873	0.6589452643
1874	0.658945038
1875	0.658944833
1876	0.658944785
1877	0.6589440166
1878	0.658943645
1879	0.6589436425
1880	0.6589436338
1881	0.6589436275
1882	0.6589430605
1883	0.6589429849
1884	0.6589426318
1885	0.6589426203
1886	0.658940863
1887	0.6589406684
1888	0.658938411
1889	0.6589380616
1890	0.6589378498
1891	0.6589378262
1892	0.6589377117
1893	0.6589376794
1894	0.658937402
1895	0.6589374019
1896	0.6589372262
1897	0.6589369769
1898	0.6589369548
1899	0.6589369534
1900	0.6589368774
1901	0.6589362173
1902	0.6589361288
1903	0.6589361158
1904	0.6589359309
1905	0.6589343951
1906	0.6589342405
1907	0.6589340976
1908	0.6589338896
1909	0.6589338495
1910	0.6589338197
1911	0.65893378
1912	0.6589333131
1913	0.6589330838
1914	0.6589329079
1915	0.6589319719
1916	0.6589319659
1917	0.6589319304
1918	0.6589319132
1919	0.6589319109
1920	0.6589318601
1921	0.6589318451
1922	0.6589316197
1923	0.6589316197
1924	0.6589313872
1925	0.6589313467
1926	0.65893118
1927	0.6589311308
1928	0.6589311275
1929	0.6589310472
1930	0.6589310404
1931	0.658928984
1932	0.6589286736
1933	0.6589285558
1934	0.6589275756
1935	0.6589275658
1936	0.6589267562
1937	0.6589265859
1938	0.6589257505
1939	0.6589257259
1940	0.6589257178
1941	0.6589256378
1942	0.6589245424
1943	0.6589241319
1944	0.658923724
1945	0.6589233089
1946	0.6589229677
1947	0.6589229292
1948	0.658921067
1949	0.6589209392
1950	0.6589205245
1951	0.6589202643
1952	0.6589199911
1953	0.658919327
1954	0.6589193114
1955	0.6589192613
1956	0.658918913
1957	0.6589188239
1958	0.6589188169
1959	0.658918745
1960	0.6589185804
1961	0.6589184942
1962	0.6589177521
1963	0.6589164511
1964	0.6589162319
1965	0.6589159079
1966	0.6589158177
1967	0.6589157592
1968	0.6589155277
1969	0.6589139235
1970	0.6589138143
1971	0.6589136811
1972	0.658913621
1973	0.658913593
1974	0.6589130516
1975	0.6589128831
1976	0.6589128543
1977	0.6589127029
1978	0.6589126533
1979	0.658912502
1980	0.6589122382
1981	0.6589122284
1982	0.6589097082
1983	0.6589094839
1984	0.6589094679
1985	0.6589093045
1986	0.658909281
1987	0.6589092354
1988	0.6589089583
1989	0.6589087408
1990	0.6589075998
1991	0.6589075262
1992	0.6589075143
1993	0.6589073792
1994	0.6589061532
1995	0.6589059089
1996	0.6589057357
1997	0.6589056856
1998	0.6589053797
1999	0.6589051802
2000	0.6589051202
2001	0.6589051039
2002	0.658905089
2003	0.658905082
2004	0.6589046651
2005	0.6589045502
2006	0.6589045252
2007	0.6589042513
2008	0.6589042442
2009	0.6589036229
2010	0.6589027982
2011	0.6589027861
2012	0.6589018515
2013	0.6589018377
2014	0.6589018006
2015	0.6589014004
2016	0.6589013835
2017	0.6589011052
2018	0.6589001803
2019	0.658899934
2020	0.6588994701
2021	0.658899466
2022	0.6588994299
2023	0.6588990418
2024	0.6588990051
2025	0.6588989114
2026	0.6588987384
2027	0.6588984577
2028	0.6588983007
2029	0.6588982358
2030	0.6588980819
2031	0.6588980208
2032	0.658897069
2033	0.6588968728
2034	0.6588968632
2035	0.658896834
2036	0.6588962408
2037	0.6588956281
2038	0.6588955827
2039	0.6588952241
2040	0.6588951942
2041	0.6588951791
2042	0.6588951365
2043	0.6588949541
2044	0.6588943637
2045	0.6588942329
2046	0.6588942009
2047	0.6588941916
2048	0.6588926818
2049	0.6588926084
2050	0.6588925957
2051	0.6588925847
2052	0.6588925263
2053	0.6588925058
2054	0.658892398
2055	0.6588911402
2056	0.6588903996
2057	0.6588902196
2058	0.6588900832
2059	0.6588899664
2060	0.6588899169
2061	0.6588897736
2062	0.6588896558
2063	0.6588893792
2064	0.6588893098
2065	0.6588891761
2066	0.6588891556
2067	0.6588891457
2068	0.6588888881
2069	0.6588886795
2070	0.6588884751
2071	0.6588883868
2072	0.6588873478
2073	0.6588871504
2074	0.6588871074
2075	0.6588867386
2076	0.6588867332
2077	0.6588857961
2078	0.6588855618
2079	0.658885308
2080	0.6588852673
2081	0.6588850042
2082	0.6588849868
2083	0.6588847255
2084	0.6588846945
2085	0.6588845546
2086	0.6588842609
2087	0.6588841879
2088	0.6588840828
2089	0.6588840245
2090	0.6588833181
2091	0.6588828405
2092	0.6588828363
2093	0.6588827757
2094	0.6588827429
2095	0.6588827197
2096	0.6588825184
2097	0.6588820476
2098	0.6588820014
2099	0.6588819856
2100	0.6588819576
2101	0.6588819557
2102	0.6588819362
2103	0.6588819316
2104	0.658881451
2105	0.6588814143
2106	0.658881356
2107	0.6588813325
2108	0.6588813229
2109	0.6588811478
2110	0.6588810604
2111	0.6588807036
2112	0.6588796381
2113	0.6588795466
2114	0.6588795441
2115	0.6588791003
2116	0.6588790871
2117	0.658878621
2118	0.658878432
2119	0.6588780372
2120	0.6588752566
2121	0.6588749255
2122	0.65887492
2123	0.658872996
2124	0.6588729528
2125	0.6588723144
2126	0.6588720632
2127	0.6588719505
2128	0.6588716237
2129	0.6588716189
2130	0.658871618
2131	0.658871605
2132	0.658871194
2133	0.6588702409
2134	0.6588688303
2135	0.6588687908
2136	0.658868673
2137	0.6588682973
2138	0.6588668502
2139	0.6588667562
2140	0.6588666361
2141	0.6588665166
2142	0.6588663817
2143	0.6588661557
2144	0.6588661328
2145	0.6588660954
2146	0.6588660832
2147	0.6588658979
2148	0.658865873
2149	0.6588658576
2150	0.658865727
2151	0.6588654258
2152	0.6588654058
2153	0.6588653711
2154	0.6588653424
2155	0.658865133
2156	0.6588650232
2157	0.6588649026
2158	0.6588646523
2159	0.6588640814
2160	0.6588640719
2161	0.6588637167
2162	0.6588636788
2163	0.6588636666
2164	0.6588635129
2165	0.6588634297
2166	0.6588630869
2167	0.6588629826
2168	0.6588629773
2169	0.658862847
2170	0.6588628162
2171	0.658862786
2172	0.6588627549
2173	0.6588627478
2174	0.65885954
2175	0.6588594615
2176	0.6588593265
2177	0.6588592687
2178	0.6588592233
2179	0.6588587005
2180	0.6588586845
2181	0.6588583796
2182	0.6588582571
2183	0.6588567969
2184	0.6588567839
2185	0.6588567671
2186	0.6588566448
2187	0.6588564483
2188	0.658855729
2189	0.6588557142
2190	0.6588556631
2191	0.6588556259
2192	0.65885557
2193	0.6588555524
2194	0.6588554894
2195	0.6588554707
2196	0.6588552943
2197	0.6588547282
2198	0.6588546576
2199	0.6588546432
2200	0.6588546395
2201	0.6588545439
2202	0.6588544264
2203	0.6588544053
2204	0.6588543836
2205	0.658853645
2206	0.6588536363
2207	0.6588534736
2208	0.6588534205
2209	0.6588534084
2210	0.6588534
2211	0.6588533587
2212	0.6588533544
2213	0.6588532593
2214	0.658853256
2215	0.6588532511
2216	0.6588507617
2217	0.6588471857
2218	0.6588471072
2219	0.6588470823
2220	0.6588468508
2221	0.6588468508
2222	0.6588467463
2223	0.6588465367
2224	0.6588463989
2225	0.6588461772
2226	0.658846171
2227	0.6588461647
2228	0.6588461491
2229	0.6588461413
2230	0.6588461218
2231	0.658845275
2232	0.658842555
2233	0.6588425523
2234	0.6588425475
2235	0.6588425221
2236	0.6588424033
2237	0.6588421679
2238	0.658839124
2239	0.6588391195
2240	0.6588379201
2241	0.6588378829
2242	0.6588378296
2243	0.6588376122
2244	0.6588376067
2245	0.6588374129
2246	0.6588372848
2247	0.6588372564
2248	0.6588372535
2249	0.6588369099
2250	0.6588369019
2251	0.6588368542
2252	0.6588367174
2253	0.6588366544
2254	0.6588366336
2255	0.6588364889
2256	0.6588355829
2257	0.6588354703
2258	0.658835208
2259	0.6588351697
2260	0.6588351551
2261	0.6588350574
2262	0.6588348701
2263	0.6588342706
2264	0.658834233
2265	0.6588339836
2266	0.6588339761
2267	0.6588339515
2268	0.6588338013
2269	0.6588337682
2270	0.6588336175
2271	0.6588336082
2272	0.6588335187
2273	0.6588334804
2274	0.6588333738
2275	0.6588333695
2276	0.6588333617
2277	0.6588326495
2278	0.6588325955
2279	0.6588325784
2280	0.6588325148
2281	0.6588324998
2282	0.6588321066
2283	0.6588321011
2284	0.6588319623
2285	0.6588319374
2286	0.6588319124
2287	0.6588315995
2288	0.6588313693
2289	0.6588313645
2290	0.6588313578
2291	0.6588303409
2292	0.6588299814
2293	0.6588299445
2294	0.6588298505
2295	0.6588290016
2296	0.6588288213
2297	0.6588287955
2298	0.6588287758
2299	0.6588286401
2300	0.6588286117
2301	0.6588285844
2302	0.6588285601
2303	0.6588281618
2304	0.6588281598
2305	0.6588277429
2306	0.6588275665
2307	0.6588268393
2308	0.6588264873
2309	0.6588264758
2310	0.6588264284
2311	0.6588263332
2312	0.6588263148
2313	0.6588261592
2314	0.6588260438
2315	0.6588260305
2316	0.6588260112
2317	0.6588260056
2318	0.6588255715
2319	0.6588255295
2320	0.6588255272
2321	0.6588250583
2322	0.6588248769
2323	0.6588241558
2324	0.6588241436
2325	0.658824142
2326	0.6588239671
2327	0.6588238663
2328	0.6588238243
2329	0.6588236752
2330	0.658823473
2331	0.6588224116
2332	0.658822278
2333	0.6588221604
2334	0.6588207934
2335	0.6588206973
2336	0.6588206351
2337	0.6588204641
2338	0.6588204527
2339	0.6588203086
2340	0.658820173
2341	0.6588201724
2342	0.6588199351
2343	0.6588195839
2344	0.6588194775
2345	0.6588194775
2346	0.6588193839
2347	0.6588192975
2348	0.6588192943
2349	0.6588192826
2350	0.6588186503
2351	0.6588183557
2352	0.6588181163
2353	0.6588165101
2354	0.6588164945
2355	0.6588164022
2356	0.6588163884
2357	0.6588162486
2358	0.6588156264
2359	0.6588156105
2360	0.6588155891
2361	0.6588153016
2362	0.6588151602
2363	0.6588151125
2364	0.6588147865
2365	0.6588144594
2366	0.6588141949
2367	0.6588139406
2368	0.6588138001
2369	0.6588136938
2370	0.6588136581
2371	0.6588135225
2372	0.6588135163
2373	0.6588120588
2374	0.6588119608
2375	0.6588118157
2376	0.6588116467
2377	0.6588115914
2378	0.6588115914
2379	0.6588114956
2380	0.6588114545
2381	0.6588113705
2382	0.658811293
2383	0.6588112586
2384	0.6588112442
2385	0.6588112066
2386	0.6588110487
2387	0.6588108873
2388	0.6588104262
2389	0.6588103841
2390	0.6588103657
2391	0.6588103103
2392	0.6588103073
2393	0.6588101047
2394	0.6588101011
2395	0.658809996
2396	0.6588099521
2397	0.6588099391
2398	0.6588091787
2399	0.658807858
2400	0.6588075347
2401	0.6588075296
2402	0.6588073606
2403	0.6588073516
2404	0.6588073453
2405	0.6588073286
2406	0.658806916
2407	0.6588063949
2408	0.658806361
2409	0.6588060675
2410	0.6588060672
2411	0.6588059443
2412	0.6588058228
2413	0.658805768
2414	0.6588057334
2415	0.6588054788
2416	0.658805475
2417	0.658805294
2418	0.6588052865
2419	0.6588052853
2420	0.6588052161
2421	0.6588050467
2422	0.6588050418
2423	0.6588049584
2424	0.6588043661
2425	0.65880402
2426	0.6588040144
2427	0.6588040133
2428	0.6588040109
2429	0.6588040092
2430	0.6588039864
2431	0.6588033719
2432	0.6588022894
2433	0.6588022829
2434	0.6588022712
2435	0.6588022712
2436	0.6588022558
2437	0.6588019866
2438	0.6588019109
2439	0.6588019106
2440	0.658801735
2441	0.6588017317
2442	0.6588017011
2443	0.6588016122
2444	0.6588015661
2445	0.6588015533
2446	0.6588013838
2447	0.6588013802
2448	0.6588010739
2449	0.658801063
2450	0.6588009946
2451	0.6588007193
2452	0.6588006161
2453	0.6588006146
2454	0.6588005592
2455	0.6588004963
2456	0.6587990633
2457	0.6587990553
2458	0.658799032
2459	0.658798894
2460	0.6587987159
2461	0.6587986742
2462	0.6587986723
2463	0.6587986541
2464	0.6587986509
2465	0.6587986295
2466	0.6587984586
2467	0.6587984499
2468	0.6587984264
2469	0.6587982865
2470	0.6587982659
2471	0.6587982012
2472	0.6587981917
2473	0.6587981905
2474	0.6587981392
2475	0.658797817
2476	0.6587977929
2477	0.6587977871
2478	0.6587977862
2479	0.6587974361
2480	0.6587974361
2481	0.6587969352
2482	0.658796853
2483	0.6587966943
2484	0.6587966529
2485	0.6587966024
2486	0.658796487
2487	0.6587949863
2488	0.6587949629
2489	0.6587944372
2490	0.658794392
2491	0.6587943536
2492	0.6587937896
2493	0.6587937564
2494	0.6587937148
2495	0.6587936518
2496	0.6587935339
2497	0.6587935147
2498	0.6587933954
2499	0.6587933929
2500	0.6587932881
2501	0.6587932834
2502	0.6587907386
2503	0.6587907381
2504	0.6587907371
2505	0.6587907234
2506	0.6587906993
2507	0.6587906587
2508	0.6587906109
2509	0.658790609
2510	0.6587906042
2511	0.6587906032
2512	0.6587905872
2513	0.6587904572
2514	0.6587903683
2515	0.6587899672
2516	0.6587899186
2517	0.6587899016
2518	0.6587894605
2519	0.6587893733
2520	0.6587893644
2521	0.6587893186
2522	0.6587893154
2523	0.6587891952
2524	0.6587891929
2525	0.6587891741
2526	0.6587891251
2527	0.6587891228
2528	0.6587891007
2529	0.6587889619
2530	0.6587889519
2531	0.6587889219
2532	0.6587889101
2533	0.6587888218
2534	0.6587888204
2535	0.6587888198
2536	0.658788819
2537	0.6587887981
2538	0.658788787
2539	0.6587886865
2540	0.6587881423
2541	0.6587881417
2542	0.6587881369
2543	0.6587881124
2544	0.6587880982
2545	0.65878805
2546	0.6587878437
2547	0.6587877505
2548	0.6587877346
2549	0.658787611
2550	0.6587874902
2551	0.6587871084
2552	0.6587869473
2553	0.6587867651
2554	0.6587867203
2555	0.6587865334
2556	0.6587864159
2557	0.6587852938
2558	0.658785211
2559	0.6587851982
2560	0.6587851982
2561	0.6587842293
2562	0.6587842111
2563	0.65878416
2564	0.6587841423
2565	0.6587840525
2566	0.6587824368
2567	0.6587824129
2568	0.6587822771
2569	0.6587820601
2570	0.6587819452
2571	0.6587812936
2572	0.6587812632
2573	0.6587811587
2574	0.6587810837
2575	0.6587809635
2576	0.6587808134
2577	0.6587807955
2578	0.6587806493
2579	0.6587806377
2580	0.6587805366
2581	0.6587805319
2582	0.6587802631
2583	0.6587801798
2584	0.6587800473
2585	0.6587800409
2586	0.6587790258
2587	0.6587790219
2588	0.6587789933
2589	0.658778702
2590	0.6587786968
2591	0.6587786958
2592	0.6587786771
2593	0.6587784207
2594	0.6587784198
2595	0.6587784183
2596	0.6587784137
2597	0.6587784075
2598	0.6587783968
2599	0.6587783961
2600	0.6587783767
2601	0.6587783692
2602	0.6587783293
2603	0.6587781214
2604	0.6587779991
2605	0.658777708
2606	0.6587774972
2607	0.6587774094
2608	0.6587773969
2609	0.6587773739
2610	0.6587773634
2611	0.6587772849
2612	0.658777185
2613	0.6587771738
2614	0.6587771675
2615	0.6587771588
2616	0.6587771569
2617	0.658777154
2618	0.6587771417
2619	0.6587771373
2620	0.6587770859
2621	0.6587769965
2622	0.6587769952
2623	0.6587769719
2624	0.6587767255
2625	0.6587767255
2626	0.6587765816
2627	0.6587761825
2628	0.6587761393
2629	0.6587761132
2630	0.6587759728
2631	0.6587759143
2632	0.6587757535
2633	0.6587757517
2634	0.6587757012
2635	0.6587756926
2636	0.658775674
2637	0.6587756711
2638	0.6587756644
2639	0.65877566
2640	0.6587755803
2641	0.6587755724
2642	0.6587752262
2643	0.6587751703
2644	0.6587751069
2645	0.6587740013
2646	0.6587739914
2647	0.6587739908
2648	0.6587727779
2649	0.6587727696
2650	0.658772764
2651	0.6587725019
2652	0.6587724478
2653	0.658772426
2654	0.6587723881
2655	0.6587723156
2656	0.6587721566
2657	0.6587721425
2658	0.6587721213
2659	0.6587720963
2660	0.6587720928
2661	0.6587720908
2662	0.6587720756
2663	0.6587720354
2664	0.6587720219
2665	0.6587719835
2666	0.6587719724
2667	0.6587718923
2668	0.6587718823
2669	0.6587716354
2670	0.6587703001
2671	0.6587702965
2672	0.6587701387
2673	0.6587699919
2674	0.65876999
2675	0.658769892
2676	0.658769573
2677	0.6587695616
2678	0.6587694818
2679	0.658769479
2680	0.6587694763
2681	0.6587694657
2682	0.6587694515
2683	0.6587694468
2684	0.6587694401
2685	0.658769439
2686	0.6587693532
2687	0.6587693502
2688	0.6587690374
2689	0.6587690288
2690	0.6587690256
2691	0.6587690243
2692	0.6587690228
2693	0.6587689804
2694	0.6587689086
2695	0.6587678639
2696	0.6587678367
2697	0.6587678337
2698	0.6587660082
2699	0.6587660042
2700	0.6587658677
2701	0.6587658571
2702	0.6587658538
2703	0.6587658363
2704	0.6587657471
2705	0.6587655695
2706	0.6587654728
2707	0.6587654708
2708	0.65876492
2709	0.6587646086
2710	0.6587646042
2711	0.6587645957
2712	0.6587645956
2713	0.6587644606
2714	0.6587643042
2715	0.6587642877
2716	0.6587642575
2717	0.6587642378
2718	0.6587642331
2719	0.6587642176
2720	0.6587642171
2721	0.6587642108
2722	0.6587641604
2723	0.6587641595
2724	0.6587641577
2725	0.6587641494
2726	0.6587641349
2727	0.6587641248
2728	0.6587640543
2729	0.6587640381
2730	0.6587640246
2731	0.6587640241
2732	0.6587639158
2733	0.6587638225
2734	0.6587635863
2735	0.6587635856
2736	0.6587635273
2737	0.6587635228
2738	0.6587635033
2739	0.6587635007
2740	0.6587633726
2741	0.6587633721
2742	0.6587633663
2743	0.6587632454
2744	0.6587632335
2745	0.6587628515
2746	0.658762847
2747	0.6587613363
2748	0.6587612948
2749	0.6587612778
2750	0.6587612178
2751	0.658761201
2752	0.6587610775
2753	0.6587610585
2754	0.6587610465
2755	0.6587609951
2756	0.6587609818
2757	0.6587609797
2758	0.6587608924
2759	0.658760799
2760	0.6587607025
2761	0.6587606627
2762	0.6587606086
2763	0.6587606078
2764	0.6587605956
2765	0.658760532
2766	0.6587605296
2767	0.6587605177
2768	0.658760429
2769	0.6587583297
2770	0.658758329
2771	0.658758308
2772	0.6587582749
2773	0.6587577
2774	0.6587576632
2775	0.6587576629
2776	0.6587576193
2777	0.6587575407
2778	0.6587575339
2779	0.6587575323
2780	0.6587571473
2781	0.6587571384
2782	0.6587567779
2783	0.6587567441
2784	0.6587560058
2785	0.6587559961
2786	0.6587559941
2787	0.6587559764
2788	0.6587552209
2789	0.6587552139
2790	0.6587552115
2791	0.6587551753
2792	0.6587551723
2793	0.6587551643
2794	0.6587551602
2795	0.6587551521
2796	0.6587551102
2797	0.6587550225
2798	0.6587550004
2799	0.6587549998
2800	0.6587548973
2801	0.6587548701
2802	0.658754818
2803	0.6587547732
2804	0.6587547727
2805	0.6587545816
2806	0.6587545703
2807	0.6587544641
2808	0.6587544268
2809	0.6587543176
2810	0.6587542818
2811	0.6587540921
2812	0.6587540857
2813	0.6587540819
2814	0.6587540536
2815	0.6587540057
2816	0.658753816
2817	0.6587538089
2818	0.658753624
2819	0.6587535743
2820	0.6587535613
2821	0.6587535233
2822	0.6587527794
2823	0.6587527792
2824	0.6587527084
2825	0.6587526914
2826	0.6587523354
2827	0.6587522941
2828	0.6587522655
2829	0.6587521918
2830	0.6587521893
2831	0.6587521184
2832	0.6587521049
2833	0.6587521017
2834	0.6587520932
2835	0.6587520905
2836	0.6587520764
2837	0.6587520595
2838	0.6587519768
2839	0.6587519756
2840	0.658751949
2841	0.6587518187
2842	0.6587517914
2843	0.6587516324
2844	0.6587516171
2845	0.6587516001
2846	0.6587515955
2847	0.6587515339
2848	0.6587515251
2849	0.6587515246
2850	0.6587515198
2851	0.6587514881
2852	0.6587514609
2853	0.6587514442
2854	0.6587512852
2855	0.6587505045
2856	0.6587503759
2857	0.6587503081
2858	0.6587502267
2859	0.6587502129
2860	0.6587502069
2861	0.6587498967
2862	0.6587498722
2863	0.6587498677
2864	0.6587498411
2865	0.6587498388
2866	0.6587498188
2867	0.6587491502
2868	0.6587490607
2869	0.6587490562
2870	0.658749041
2871	0.6587488548
2872	0.658748716
2873	0.6587486792
2874	0.6587486784
2875	0.6587486748
2876	0.6587486601
2877	0.6587486557
2878	0.6587475549
2879	0.6587475494
2880	0.6587474435
2881	0.6587473605
2882	0.6587473305
2883	0.658747269
2884	0.6587469703
2885	0.6587469033
2886	0.6587467197
2887	0.6587467086
2888	0.6587462934
2889	0.6587454368
2890	0.6587454351
2891	0.658745431
2892	0.6587454263
2893	0.6587454225
2894	0.6587453407
2895	0.6587448886
2896	0.6587447529
2897	0.6587441162
2898	0.6587441137
2899	0.6587441096
2900	0.6587439137
2901	0.6587438669
2902	0.6587438505
2903	0.6587438472
2904	0.6587438329
2905	0.6587437493
2906	0.6587436922
2907	0.6587436898
2908	0.658743466
2909	0.6587434046
2910	0.6587423926
2911	0.6587423891
2912	0.6587423876
2913	0.6587420752
2914	0.658742046
2915	0.6587420042
2916	0.6587417932
2917	0.6587417871
2918	0.6587417292
2919	0.6587410982
2920	0.6587410685
2921	0.6587410447
2922	0.658741038
2923	0.6587410304
2924	0.6587403609
2925	0.6587403197
2926	0.6587403149
2927	0.6587402761
